;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
1.6754621278150683;1.2076930516568466e+36;4.2283797456483863e+36;9.516258576635013e+36;2.414330547038323e+37;6.839661835226474e+37;1.3440570423552888e+38;2.6690197920855884e+38;4.39432574717483e+38;7.23644412297034e+38;1.063131130268495e+39;1.7209138192714743e+39;5.022873395262886e+39;1.0533096517385701e+40;2.9263462370814343e+40;7.864427628981964e+40;1.3095173286508568e+41;1.9169139192606025e+41;2.5569945228808688e+41;3.2534247471016774e+41;3.789711300142755e+41;4.464129590455302e+41;4.78345891242043e+41
1.6709460573896908;1.571213621783619e+36;4.8546823433616073e+36;1.0650276107960425e+37;3.0752588040187214e+37;7.672123857396471e+37;1.6008767190535703e+38;3.2084283293634653e+38;5.031086855752491e+38;8.546289055326765e+38;1.242840061028222e+39;2.0370202673327593e+39;6.129306954718962e+39;1.2232458677783908e+40;3.5541212960934604e+40;9.433061116508268e+40;1.5280532343555286e+41;2.2082686585899784e+41;2.929718812702825e+41;3.741140792103535e+41;4.3340659978820426e+41;5.106208541197035e+41;5.4074936811629365e+41
1.6664542669128366;1.6971320240625737e+36;5.922005333427192e+36;1.3466525095447422e+37;3.4209045637125565e+37;9.666200568071786e+37;1.878705476323563e+38;3.7685844260166905e+38;6.141425801452554e+38;9.908401983329368e+38;1.4757704468534435e+39;2.4011405188258228e+39;6.997934945415277e+39;1.438661449454421e+40;4.2799701290090905e+40;1.08849470381315e+41;1.7635630502093445e+41;2.5274068197254072e+41;3.328643013981218e+41;4.270848850734424e+41;4.959045339837124e+41;5.833872369304125e+41;6.124565616526915e+41
1.661986561103419;2.076649053804247e+36;6.761048363009404e+36;1.5786500582361162e+37;4.099401415339688e+37;1.1819788063490029e+38;2.210950106451015e+38;4.5165194048038165e+38;7.17489796548487e+38;1.1747888180439277e+39;1.7353641071526382e+39;2.8240034308141285e+39;8.23341743173694e+39;1.7464964778862633e+40;5.052260104666026e+40;1.2542389134285264e+41;2.042993249013425e+41;2.9325908378763422e+41;3.849571478996341e+41;4.8887484649117666e+41;5.612794938384512e+41;6.6726724832706526e+41;7.007069718063867e+41
1.6575427467689177;2.340497807711262e+36;8.240134780767569e+36;1.8609006827169432e+37;4.833393945909259e+37;1.3493020922132959e+38;2.6430425545969642e+38;5.2672668589402796e+38;8.432158867773498e+38;1.3901949665347245e+39;2.053160099895377e+39;3.347240493721803e+39;9.932988427153089e+39;2.0261029926484626e+40;5.909746953724867e+40;1.4717687770981631e+41;2.4003040406854874e+41;3.4537343347064324e+41;4.496636849998568e+41;5.686954018982135e+41;6.4445506298677364e+41;7.555515228434969e+41;7.870195374023153e+41
1.6531226327775341;2.867510303225305e+36;1.0220380347000737e+37;2.3236586184819236e+37;5.869692039736866e+37;1.4954038624566357e+38;3.124793338638255e+38;6.277734682900216e+38;1.0055920344381868e+39;1.6500918751681383e+39;2.4242836692826582e+39;4.0235546670957575e+39;1.1745849009025872e+40;2.39866580411349e+40;6.952410317124718e+40;1.7246904643236253e+41;2.7951678970388644e+41;4.0352372981055666e+41;5.1229397481386874e+41;6.5106274717916054e+41;7.559809716283291e+41;8.658753539585389e+41;9.014066028835883e+41
1.6487260300307853;3.385375698750271e+36;1.1715446256858375e+37;2.6736266391186286e+37;6.948568654723128e+37;1.7161466932124756e+38;3.6677201333998194e+38;7.451899002956435e+38;1.184638602703683e+39;1.9285631192736133e+39;2.850231529722587e+39;4.772447435428849e+39;1.3543462070612766e+40;2.9469021104163665e+40;8.165815247600958e+40;2.010338056247259e+41;3.27037536037153e+41;4.618060173898323e+41;5.848951145856492e+41;7.325279873721888e+41;8.636342456483658e+41;9.939514725680375e+41;1.0355020030104604e+42
1.6443527514365393;4.108026642729787e+36;1.4056960785871983e+37;3.0176402375366014e+37;8.055295950848766e+37;2.1455842248241557e+38;4.368894605305839e+38;8.60913596159466e+38;1.402786727616179e+39;2.278911093672811e+39;3.421568598569121e+39;5.620879037284405e+39;1.547515381431465e+40;3.530076845664145e+40;9.68404537107398e+40;2.332964006505348e+41;3.802004545420782e+41;5.3551619020064694e+41;6.722849117406183e+41;8.3573384318014e+41;9.679792310590418e+41;1.1366693590927306e+42;1.1732429612098415e+42
1.6400026118824742;4.741088478566054e+36;1.6589688739440014e+37;3.5687532907220683e+37;9.611262815235133e+37;2.5946708145404622e+38;5.157732676509007e+38;1.0165877519826806e+39;1.63872638599352e+39;2.7126905082673647e+39;4.0355611265862533e+39;6.668625389117889e+39;1.868957663708808e+40;4.0831282420707417e+40;1.138337092851731e+41;2.7503937287720367e+41;4.356725714732504e+41;6.1041363607560305e+41;7.722771411261762e+41;9.661284036434853e+41;1.1024820881131535e+42;1.3075982486295423e+42;1.3380904356345087e+42
1.635675428209961;5.735704992294892e+36;1.9300696431464551e+37;4.327014767185731e+37;1.1298157619499305e+38;2.9801856487213296e+38;6.047434358849974e+38;1.2303313676740097e+39;1.924040239855945e+39;3.2028774400184136e+39;4.7932881607788675e+39;7.866028768246167e+39;2.253583465669988e+40;4.731945788207965e+40;1.3369707913680177e+41;3.1416822280910894e+41;5.088723020184609e+41;7.054638972560598e+41;8.870473679760668e+41;1.1099952281030843e+42;1.264532165871982e+42;1.4781789731449327e+42;1.5282345778302548e+42
1.631371019188356;6.562876310598579e+36;2.3001679597671623e+37;4.9592541588121275e+37;1.3188557206545846e+38;3.436187172041093e+38;7.201170977961241e+38;1.4346934281599096e+39;2.278277250894871e+39;3.776228894304668e+39;5.673023184006094e+39;9.353801161499195e+39;2.6372667049394e+40;5.550055516885873e+40;1.5355585911898432e+41;3.630024751119909e+41;5.859263576472922e+41;8.070322422125367e+41;1.011745688355985e+42;1.2559060913194292e+42;1.4577469150380763e+42;1.665830020992698e+42;1.7220641397803467e+42
1.6270892054896988;7.929915610019181e+36;2.710929776105215e+37;6.110715281622747e+37;1.6154471440499654e+38;4.175182278257677e+38;8.49187892292462e+38;1.6785636886395372e+39;2.6945737657532535e+39;4.426010180703637e+39;6.586568035405573e+39;1.0990872870026392e+40;3.090290299328908e+40;6.587502639537717e+40;1.8062269509840025e+41;4.242023164095083e+41;6.770405021313861e+41;9.24081722399151e+41;1.1729123409043455e+42;1.45133276526116e+42;1.6609705643527654e+42;1.872004225115439e+42;1.9450549814852477e+42
1.6228298096638096;9.328958055822409e+36;3.1739502144328e+37;7.073906074641916e+37;1.874877639318188e+38;4.754185992115829e+38;1.0015238167274396e+39;1.992612572658821e+39;3.171228444757614e+39;5.1832667297489905e+39;7.578900555972656e+39;1.2785335790464186e+40;3.66659533708998e+40;7.790411434789526e+40;2.0942981626069164e+41;4.928248203193039e+41;7.837204134513952e+41;1.0685834192030802e+42;1.3628212072681588e+42;1.6574247146157256e+42;1.8891684689359075e+42;2.1244278911152363e+42;2.2118870578496056e+42
1.6185926561137736;1.0767051392737703e+37;3.655911618493198e+37;8.295561266424187e+37;2.1832661133921764e+38;5.534445237715879e+38;1.1573661125987241e+39;2.299237914892425e+39;3.695684561044623e+39;6.120875333898511e+39;8.89354540286882e+39;1.4957537708487838e+40;4.3245591349624833e+40;9.082999393789343e+40;2.4371230065729264e+41;5.7719239404541366e+41;9.01947110629329e+41;1.225730642680496e+42;1.543588459732137e+42;1.8785054657439483e+42;2.1488469705662118e+42;2.4233804757539834e+42;2.509798497659852e+42
1.6143775710718105;1.2762340407410096e+37;4.410194115280793e+37;9.63435622381763e+37;2.606965257747113e+38;6.575432361272834e+38;1.3625334476219724e+39;2.6929679089191617e+39;4.3078165292679046e+39;7.142135281774187e+39;1.0497718620521117e+40;1.7313410600623694e+40;5.065456723799241e+40;1.0621867906197628e+41;2.865364160852683e+41;6.712890174589778e+41;1.03901988778892e+42;1.4051317668846423e+42;1.7544627344075673e+42;2.1383984277106048e+42;2.4293829552943676e+42;2.7464597186597968e+42;2.820020669109376e+42
1.6101843825755202;1.5033799247472634e+37;5.133186543517557e+37;1.1199645467896392e+38;3.041032121277654e+38;7.50382249897961e+38;1.5952921380463047e+39;3.164618624778812e+39;4.978146849890276e+39;8.353840512560669e+39;1.212362765466935e+40;2.0292847280838952e+40;5.8883945418620615e+40;1.240284700946315e+41;3.3578828377213852e+41;7.736243549089296e+41;1.2014028361381431e+42;1.613930899112843e+42;2.0053966344308233e+42;2.4275055529417932e+42;2.7615247252624026e+42;3.091441291110112e+42;3.1881924700984715e+42
1.6060129204444955;1.762184586087431e+37;5.931580242007302e+37;1.2958073734907444e+38;3.44975364836801e+38;8.922404690982913e+38;1.8556471292190257e+39;3.673400436025457e+39;5.822494399792393e+39;9.776779925823335e+39;1.4175718412936085e+40;2.377306716740641e+40;6.928408708626654e+40;1.4371760839870442e+41;3.8788112264603726e+41;8.970200198941044e+41;1.3789297787138703e+42;1.8701139020327885e+42;2.3006091363069093e+42;2.771167885880104e+42;3.138507074547526e+42;3.527277419871476e+42;3.63884495676671e+42
1.6018630162573004;2.09153650445435e+37;7.049931735957935e+37;1.5669747660736445e+38;4.130008848686351e+38;1.0596446984416207e+39;2.1589070143047782e+39;4.243721357812582e+39;6.775476777786329e+39;1.1195575267174639e+40;1.6619233925319296e+40;2.771620404574145e+40;8.022730280216723e+40;1.6546598811772358e+41;4.490628289051981e+41;1.035109691783662e+42;1.5905079523289496e+42;2.1365321279870865e+42;2.642823414349095e+42;3.152705748579142e+42;3.5755333802970916e+42;4.0325938892837555e+42;4.1161197642946343e+42
1.5977345033288022;2.407535787281832e+37;8.2570983068802025e+37;1.762306421488756e+38;4.7789764405129434e+38;1.205315534015173e+39;2.4886447377710448e+39;4.9790943482476636e+39;7.932629902790132e+39;1.3038760706529945e+40;1.9241521651393062e+40;3.1996314240996056e+40;9.386581796763171e+40;1.9533000570549444e+41;5.240547710055968e+41;1.1922668091668354e+42;1.8416600731482822e+42;2.446369690571409e+42;3.013479861110499e+42;3.600435744608123e+42;4.1006054318133844e+42;4.5529028761663716e+42;4.6537033360909316e+42
1.5936272166878542;2.832471369804942e+37;9.26126704865432e+37;2.0821496200676386e+38;5.659231635354465e+38;1.4274645389672308e+39;2.9142057914007214e+39;5.741849222844289e+39;9.16231578874948e+39;1.4914132072465944e+40;2.2294522401193954e+40;3.717793903674236e+40;1.0964271898396183e+41;2.2791860214484352e+41;6.074155968210575e+41;1.3792767800528574e+42;2.1225545893043195e+42;2.813472526089277e+42;3.4441863182140486e+42;4.1015193879787534e+42;4.620528523240392e+42;5.124804738373847e+42;5.2488209409685714e+42
1.5895409930553213;3.285919688531363e+37;1.1251241602841231e+38;2.4614001428745276e+38;6.4137582619153174e+38;1.648886471184283e+39;3.3765201169824353e+39;6.701118205981979e+39;1.0732647706491443e+40;1.7393781005335828e+40;2.5882162186366505e+40;4.318309455254804e+40;1.2814616407568886e+41;2.6415091656020346e+41;7.048388216306501e+41;1.5937842961489155e+42;2.433449303830345e+42;3.2148967349777913e+42;3.913151471148638e+42;4.6713384656475715e+42;5.223586300233864e+42;5.780736227933762e+42;5.922607511895416e+42
1.5854756708224431;3.8048593188282705e+37;1.2976401263398764e+38;2.8580358529040514e+38;7.462977848356175e+38;1.9234647972562403e+39;3.9144697932271826e+39;7.802353610852806e+39;1.2393291867216255e+40;2.0316514529272182e+40;3.0126322433074544e+40;4.978078948660946e+40;1.4864174511722827e+41;3.0413600050001604e+41;8.222820359903628e+41;1.8274767711732434e+42;2.7912241272190916e+42;3.670372184601324e+42;4.466917902088423e+42;5.298069841609285e+42;5.898595026285667e+42;6.502746683160043e+42;6.67420522634583e+42
1.5814310900295288;4.485501868007985e+37;1.502607004319921e+38;3.33749009248129e+38;8.737628263766272e+38;2.2041682904314583e+39;4.591548236606012e+39;9.071133299885856e+39;1.4325089450756441e+40;2.3709693742667507e+40;3.4951057807987e+40;5.718293292227047e+40;1.7132014490400881e+41;3.5457928885152955e+41;9.453245228553596e+41;2.106937890288471e+42;3.1932444784241855e+42;4.182202845355706e+42;5.094164748645202e+42;5.984118020364048e+42;6.615474802721662e+42;7.325198171230492e+42;7.510514798607885e+42
1.5774070923449752;5.186140315311689e+37;1.7460477906226657e+38;3.837252657500685e+38;1.0067924054478683e+39;2.535060555895964e+39;5.3149437857305594e+39;1.0437565305907646e+40;1.663382979951168e+40;2.748874034405251e+40;4.0336595566644473e+40;6.665469195804928e+40;2.0052734313107462e+41;4.120432258875135e+41;1.0858351518185424e+42;2.4342220347197576e+42;3.649491738596609e+42;4.7704565916211595e+42;5.785200808722848e+42;6.789447156573717e+42;7.51891999281917e+42;8.262291230492161e+42;8.433705636921208e+42
1.5734035210446073;6.037516763891488e+37;2.0248460413314744e+38;4.433844736530443e+38;1.184392341526387e+39;2.9297227169787736e+39;6.146372277798742e+39;1.2182116888973551e+40;1.9215561703328768e+40;3.172761230753747e+40;4.6685752148052995e+40;7.732670587001647e+40;2.341513886631007e+41;4.751316581110853e+41;1.2540271194583807e+42;2.787429105939559e+42;4.125763080247486e+42;5.432375086436538e+42;6.527702210421626e+42;7.650246329481613e+42;8.500088947308727e+42;9.266302739367305e+42;9.391500844313095e+42
1.5694202209913297;6.974121675930638e+37;2.3448338677604764e+38;5.193211466865092e+38;1.367752513338318e+39;3.386362644660583e+39;7.053264651183873e+39;1.4011607671074045e+40;2.216919797596714e+40;3.641740586274058e+40;5.395909982553255e+40;8.971626237075418e+40;2.7067158956260804e+41;5.47459257887839e+41;1.4550664826948417e+42;3.1577660658710986e+42;4.6807681409949356e+42;6.138536714297765e+42;7.354778557439442e+42;8.602558429648111e+42;9.496295579175723e+42;1.0342927043705678e+43;1.0417839067915677e+43
1.5654570386150892;8.050913502489082e+37;2.7244406272406392e+38;6.02425759590116e+38;1.5736654202198213e+39;3.9642284047425824e+39;8.183740919581511e+39;1.6199662587868484e+40;2.563294128355954e+40;4.230897611815591e+40;6.198698561744278e+40;1.0369809277094461e+41;3.120573934816898e+41;6.358967096374655e+41;1.66919892765803e+42;3.603967718022446e+42;5.3311442334759756e+42;6.915685196087395e+42;8.30547111746e+42;9.651728840821726e+42;1.0671661557056845e+43;1.1565127909238348e+43;1.1692709381187222e+43
1.5615138218931368;9.267554395604098e+37;3.1162163956429308e+38;6.895009801299427e+38;1.8136132110085702e+39;4.569756395707835e+39;9.463507296848102e+39;1.8783738780268204e+40;2.9655545067856043e+40;4.883669424946116e+40;7.114355783804544e+40;1.1956779859560357e+41;3.563868203240063e+41;7.262920364126415e+41;1.9006604524326985e+42;4.1117902355228616e+42;6.0419723813635e+42;7.794209042726963e+42;9.353721404162971e+42;1.0807605741206635e+43;1.1935721947475665e+43;1.2849917971300559e+43;1.3042864496073787e+43
1.557590420330591;1.081746183115572e+38;3.613865179099155e+38;8.033746226074164e+38;2.103434049986042e+39;5.2575809199642034e+39;1.0927774279164563e+40;2.1696766193001491e+40;3.4073227052938894e+40;5.628359618650449e+40;8.311355375295683e+40;1.3774137682953864e+41;4.1023149897687314e+41;8.316865715059669e+41;2.1850552298782287e+42;4.664812155923537e+42;6.83762185424926e+42;8.78535387689909e+42;1.0501093493804488e+43;1.2077158234593298e+43;1.326934337812963e+43;1.4275405593903126e+43;1.4432528086457632e+43
1.5536866849412914;1.2580055111448474e+38;4.214448006417418e+38;9.2043794866166e+38;2.396393161187987e+39;6.048265425704255e+39;1.262174571590789e+40;2.496658845073434e+40;3.9468524652509246e+40;6.530323640545682e+40;9.5797239921857e+40;1.5771030887223067e+41;4.716223363770284e+41;9.573701561262387e+41;2.496332374927029e+42;5.281616755372466e+42;7.711271903649309e+42;9.858691703955761e+42;1.1799472634898052e+43;1.351522347520626e+43;1.4786611221926338e+43;1.5952046102647087e+43;1.6007852208495065e+43
1.5498024682289382;1.4437497947196937e+38;4.859481305031193e+38;1.068982657254183e+39;2.782047638637605e+39;7.119767255172038e+39;1.464007737220758e+40;2.8917040071525086e+40;4.506106752255862e+40;7.504081639350312e+40;1.1051225139679902e+41;1.8181767950736358e+41;5.3893220849776446e+41;1.1066854212336126e+42;2.830798446292441e+42;5.98630338140262e+42;8.629626621120226e+42;1.1069042384559521e+43;1.3187032677658525e+43;1.5080289667546668e+43;1.6342246809134175e+43;1.7631982213612515e+43;1.767940302098057e+43
1.545937624168517;1.6654249855976982e+38;5.596828995590286e+38;1.2373805301222969e+39;3.227721682110695e+39;8.173343913962027e+39;1.6761406261570914e+40;3.333044980633574e+40;5.264589062080835e+40;8.581726756692803e+40;1.265400672311751e+41;2.0995117369320406e+41;6.135514110730407e+41;1.257452777693656e+42;3.201568541748503e+42;6.746673100404202e+42;9.72730848898345e+42;1.2350104085852875e+43;1.4595022681600548e+43;1.658564856012072e+43;1.8044700501825895e+43;1.9316772842100712e+43;1.9472926759415373e+43
1.542092008187998;1.9252309061413116e+38;6.4033886692505555e+38;1.4221167487704506e+39;3.743399740956444e+39;9.447946241243799e+39;1.933471987968814e+40;3.8048552015013923e+40;6.0421711414737145e+40;9.918943960536424e+40;1.463909199390798e+41;2.4147645601501753e+41;7.075270767065867e+41;1.4367577507553734e+42;3.631265516489157e+42;7.621761628609984e+42;1.0954755512413518e+43;1.3788079633318085e+43;1.6256961310773508e+43;1.8321722304523514e+43;2.0010663925685628e+43;2.1364086384871827e+43;2.148982449026195e+43
