delta_mu_ev,p_th_w_cm3,temperature_k,delta_mu_carrier_statistics_model
1.0656004389782303,98134160.98343979,440.16338885876684,fd
1.0656004389782303,102535327.02929406,443.0269342245165,fd
1.0656004389782303,107133878.59685722,445.91702641190375,fd
1.0656004389782303,111938668.12290952,448.86593929074024,fd
1.0656004389782303,116958945.06239276,451.8675078984831,fd
1.0656004389782303,122204373.69406366,454.90197989872877,fd
1.0656004389782303,127685051.72470339,458.0194469522062,fd
1.0656004389782303,133411529.72769709,461.17109071145256,fd
1.0656004389782303,139394831.45340344,464.37731258770305,fd
1.0656004389782303,145646475.05041638,467.6530056463356,fd
1.0656004389782303,152178495.23855823,470.97026916443787,fd
1.0656004389782303,159003466.47631264,474.34916247665967,fd
1.0656004389782303,166134527.16726577,477.7980608241534,fd
1.0656004389782303,173585404.95217916,481.2953705047751,fd
1.0656004389782303,181370443.13536915,484.84793530340653,fd
1.0656004389782303,189504628.2962698,488.4839972773488,fd
1.0656004389782303,198003619.13933128,492.1748508301728,fd
1.0656004389782303,206883776.6377924,495.9233970878115,fd
1.0656004389782303,216162195.52935457,499.7384791107954,fd
1.0656004389782303,225856737.22438827,503.6355906776447,fd
1.0656004389782303,235986064.1900221,507.59620808279647,fd
1.0656004389782303,246569675.87630412,511.62297317404733,fd
1.0656004389782303,257627946.25360233,515.7184521939511,fd
1.0656004389782303,269182163.03348345,519.887547983674,fd
1.0656004389782303,281254568.6486137,524.1434811688401,fd
1.0656004389782303,293868403.07051855,528.4733570677668,fd
1.0656004389782303,307047948.54767036,532.8795476831096,fd
1.0656004389782303,320818576.3500038,537.3643671169838,fd
1.0656004389782303,335206795.60985166,541.9300755412427,fd
1.0656004389782303,350240304.3533222,546.5788821736434,fd
1.0656004389782303,365948042.8203544,551.3129480032911,fd
1.0656004389782303,382360249.1760959,556.1343892780795,fd
1.0656004389782303,399508517.7208505,561.04527895324,fd
1.0656004389782303,417425859.71065253,566.047649766449,fd
1.0656004389782303,436146766.9055477,571.1434958836385,fd
1.0656004389782303,455707277.9679281,576.334774282426,fd
1.0656004389782303,476145047.83870107,581.6234078521769,fd
1.0656004389782303,497499420.2249181,587.011285581988,fd
1.0656004389782303,519811503.3383162,592.5002649295623,fd
1.0656004389782303,543124249.0306457,598.0921731491578,fd
1.0656004389782303,567482535.4780853,603.7888084983964,fd
1.0656004389782303,592933253.5739267,609.5919410265009,fd
1.0656004389782303,619525397.1958387,615.5114119000272,fd
1.0656004389782303,647310157.5214792,621.5488676355042,fd
1.0656004389782303,676341021.5740173,627.6993283161812,fd
1.0656004389782303,706673875.1872689,633.9644414827919,fd
1.0656004389782303,738367110.5886631,640.3510649793075,fd
1.0656004389782303,771481738.8071325,646.8726955197106,fd
1.0656004389782303,806081507.122346,653.5150421374304,fd
1.0656004389782303,842233021.781306,660.2836903411395,fd
1.0656004389782303,880005876.2186782,667.1990235058287,fd
1.0656004389782303,919472785.0275228,674.2408356130467,fd
1.0656004389782303,960709723.9384601,681.4301102725129,fd
1.0656004389782303,1003796076.0766671,688.7605475245575,fd
1.0656004389782303,1048814784.778277,696.2393545039473,fd
1.0656004389782303,1095852513.2603605,703.8694342480667,fd
1.0656004389782303,1144999811.4518583,711.6566526518417,fd
1.0656004389782303,1196351290.3066256,719.59702519862,fd
1.0656004389782303,1250005803.9341483,727.7108520330595,fd
1.0656004389782303,1306066639.898539,735.983871221176,fd
1.0656004389782303,1364641718.0521486,744.4298466235844,fd
1.0656004389782303,1425843798.2865884,753.0578457561757,fd
1.0656004389782303,1489790697.600979,761.8624328483014,fd
1.0656004389782303,1556605516.905517,770.8500661890699,fd
1.0656004389782303,1626416877.9966877,780.0270678696722,fd
1.0656004389782303,1699359171.160546,789.406304296697,fd
1.0656004389782303,1775572813.8805869,798.9850556130624,fd
1.0656004389782303,1855204521.1482718,808.769032742305,fd
1.0656004389782303,1938407587.896567,818.764137760366,fd
1.0656004389782303,2025342184.10019,828.976167010536,fd
1.0656004389782303,2116175663.110647,839.4108156170252,fd
1.0656004389782303,2211082883.819616,850.0744350017111,fd
1.0656004389782303,2310246547.2709146,860.9800266825952,fd
1.0656004389782303,2413857548.368847,872.1268662486359,fd
1.0656004389782303,2522115343.3603764,883.5202451411739,fd
1.0656004389782303,2635228333.798007,895.16696068854,fd
1.0656004389782303,2753414267.723117,907.0868933001722,fd
1.0656004389782303,2876900658.841482,919.2707308121662,fd
1.0656004389782303,3005925224.4983444,931.7391339737738,fd
1.0656004389782303,3140736343.2959204,944.4899036827039,fd
1.0656004389782303,3281593533.2343674,,fd
1.0656004389782303,3428767951.296629,,fd
1.0656004389782303,3582542915.438897,,fd
1.0656004389782303,3743214449.991541,,fd
1.0656004389782303,3911091855.52041,,fd
1.0656004389782303,4086498304.2456403,,fd
1.0656004389782303,4269771462.163812,,fd
1.0656004389782303,4461264139.071763,,fd
1.0656004389782303,4661344967.742438,,fd
1.0656004389782303,4870399113.561279,,fd
1.0656004389782303,5088829015.988242,,fd
1.0656004389782303,5317055163.273538,,fd
1.0656004389782303,5555516901.918072,,fd
1.0656004389782303,5804673282.436955,,fd
1.0656004389782303,6065003943.054212,,fd
1.0700218850269763,169469.15904010375,,fd
1.0700218850269763,177069.58993095998,,fd
1.0700218850269763,185010.88844666228,,fd
1.0700218850269763,193308.3419754308,,fd
1.0700218850269763,201977.92352131248,300.10014623210276,fd
1.0700218850269763,211036.32245299703,300.2546580930121,fd
1.0700218850269763,220500.97663166595,300.4091699539215,fd
1.0700218850269763,230390.1059797302,300.56368181483083,fd
1.0700218850269763,240722.74755507178,300.7181936757402,fd
1.0700218850269763,251518.79219831192,300.87270553664956,fd
1.0700218850269763,262799.02282365185,301.0272173975589,fd
1.0700218850269763,274585.1544270016,301.1817292584683,fd
1.0700218850269763,286899.87588840694,301.33624111937763,fd
1.0700218850269763,299766.89364925516,301.490752980287,fd
1.0700218850269763,313210.97734833474,301.64526484119637,fd
1.0700218850269763,327258.00750460156,301.79977670210576,fd
1.0700218850269763,341935.0253384439,301.9542885630151,fd
1.0700218850269763,357270.2848273576,302.1088004239245,fd
1.0700218850269763,373293.30709623086,302.26331228483383,fd
1.0700218850269763,390034.93724695715,302.4178241457432,fd
1.0700218850269763,407527.4037367648,302.57233600665256,fd
1.0700218850269763,425804.38041957415,302.7268478675619,fd
