spectrum_id,intensity_w_cm2,a0_value,a0_sigma,fit_min_ev,fit_max_ev,window_mode,n_points_fit,slope,intercept,r2,temperature_k,qfls_effective_ev,qfls_ev,mu_e_ev,mu_h_ev,carrier_density_cm3,mu_e_fd_ev,mu_h_fd_ev,carrier_density_fd_cm3,temperature_err_chi2_k,temperature_err_range_k,temperature_err_a0_k,temperature_err_total_k,qfls_effective_err_chi2_ev,qfls_effective_err_range_ev,qfls_effective_err_a0_ev,qfls_effective_err_total_ev,qfls_err_chi2_ev,qfls_err_range_ev,qfls_err_a0_ev,qfls_err_total_ev,mu_e_err_chi2_ev,mu_e_err_range_ev,mu_e_err_a0_ev,mu_e_err_total_ev,mu_h_err_chi2_ev,mu_h_err_range_ev,mu_h_err_a0_ev,mu_h_err_total_ev,carrier_density_err_chi2_cm3,carrier_density_err_range_cm3,carrier_density_err_a0_cm3,carrier_density_err_total_cm3,fit_range_samples,laser_wavelength_nm,laser_photon_energy_ev,absorptivity_at_laser,absorptivity_at_laser_sigma,plqy_eta,plqy_eta_sigma,active_layer_thickness_nm,active_layer_thickness_cm,absorbed_power_w_cm2,absorbed_power_err_w_cm2,absorbed_power_w_cm3,absorbed_power_err_w_cm3,absorbed_photon_flux_cm2_s,absorbed_photon_flux_err_cm2_s,radiative_photon_flux_cm2_s,radiative_photon_flux_err_cm2_s,nonradiative_photon_flux_cm2_s,nonradiative_photon_flux_err_cm2_s,recombination_energy_nonrad_ev,recombination_energy_rad_ev,recombination_energy_avg_ev,thermalized_energy_per_pair_ev,nonradiative_power_w_cm2,radiative_power_w_cm2,recombination_power_w_cm2,recombination_power_err_w_cm2,thermalized_power_w_cm2,thermalized_power_err_w_cm2,nonradiative_power_w_cm3,radiative_power_w_cm3,recombination_power_w_cm3,recombination_power_err_w_cm3,thermalized_power_w_cm3,thermalized_power_err_w_cm3,thermalized_power_per_carrier_ev_s,thermalized_power_per_carrier_err_ev_s,power_balance_closure_w_cm2,power_balance_closure_w_cm3,carrier_balance_closure_cm2_s,thermalized_fraction,recombination_fraction,radiative_fraction,nonradiative_fraction
10,3783.35768,0.507,0.027712812921102045,1.4760023506942268,1.7561501056418565,auto_peak_offset|aicc,68,-2.375342221010615e+20,48.806011922682515,0.9998267149462146,304.9232423005692,1.282439067554897,1.3002870612929294,0.6897533148397983,0.6105337464531311,1.91246904598328e+17,0.6914992444358091,0.6087878168571202,1.7747041552375395e+17,0.4941249070445562,0.7049460253034325,0.0,0.8608764849575687,0.0005441559728417775,0.0007830698068927699,0.0,0.0009535743522381783,0.0005161555354702838,0.0007418936418002995,0.0014362699318865423,0.0016969661251131972,0.00019674343954089864,0.0002796419184878595,0.0007181349659432712,0.0007953775285286209,0.0003205312630844853,0.00046235780800154967,0.0007181349659432712,0.0009122679773755498,786584372827279.4,1011649198583314.2,5226819621903500.0,5381616154696077.0,2211,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,2364.59855,0.0,24890511.052631583,0.0,6.332749639627793e+21,0.0,0.0,0.0,6.332749639627793e+21,0.0,1.502828755948335,1.450276251982778,1.502828755948335,0.8277012897885117,1524.797632930836,0.0,1524.797632930836,0.22580715624090933,839.8009170691641,0.22580715624090933,16050501.39927196,0.0,16050501.39927196,2376.917434114835,8840009.653359624,2376.917434114835,288501403.9084594,8118691.889081283,0.0,0.0,0.0,0.3551558115728203,0.6448441884271797,0.0,0.6448441884271797
11,7717.15161,0.507,0.027712812921102045,1.4724964068683497,1.766156658950357,auto_peak_offset|aicc,71,-2.3380969773711727e+20,48.91117316735765,0.9995835782066773,309.78058592691553,1.3056752312721607,1.323807538655727,0.7021445265206341,0.621663012135093,3.156794207374689e+17,0.7048833949573365,0.6189241436983905,2.8147136344676438e+17,0.7611790387494061,1.0339694858744535,0.0,1.2839339651052741,0.0007782566208582947,0.001128734170645177,0.0,0.0013710303409814923,0.0007354676660644023,0.0010682978666717382,0.0014591493180124615,0.0019522524816267587,0.00027447292628228064,0.00040010088544475053,0.0007295746590062307,0.0008761822235469569,0.00046332989633684444,0.000668303584095717,0.0007295746590062307,0.0010925124513792737,1986720274476663.8,2806467130088398.0,8627587469560508.0,9287549770859952.0,2208,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,4823.21975625,0.0,50770734.276315786,0.0,1.2917306057401515e+22,0.0,0.0,0.0,1.2917306057401515e+22,0.0,1.5040844764122447,1.4506948254707481,1.5040844764122447,0.826445569324602,3112.824044028491,0.0,3112.824044028491,0.6869405838956404,1710.3957122215088,0.6869405838956404,32766568.88451043,0.0,32766568.88451043,7230.953514690952,18004165.39180536,7230.953514690952,355972402.0290172,10473978.411389338,0.0,-7.450580596923828e-09,0.0,0.35461699832464666,0.6453830016753533,0.0,0.6453830016753533
12,12750.0766,0.507,0.027712812921102045,1.4937855115459644,1.766156658950357,auto_peak_offset|aicc,65,-2.3395912194997328e+20,49.68235980412856,0.9996156844956559,309.5827363204355,1.3254148715107557,1.3435355982141781,0.711982855470509,0.6315527427436691,4.559196743273727e+17,0.7157603809987435,0.6277752172154346,3.893653996882623e+17,0.7647753503137212,0.7532300592697494,0.0,1.073422963530679,0.0007598434421395467,0.0008364048293527655,0.0,0.001130015528710603,0.0007167021512378134,0.0007923304358136678,0.0014582173935101543,0.001807718855309402,0.00026424260517489754,0.00029836426492915296,0.0007291086967550771,0.0008309301298305518,0.0004546929443173082,0.0004939837013835913,0.0007291086967550771,0.000991143310792371,3013957512394489.0,3427493981291809.0,1.2460384609478464e+16,1.3269997720212258e+16,2211,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,7968.797875,0.0,83882082.89473686,0.0,2.134163613995829e+22,0.0,0.0,0.0,2.134163613995829e+22,0.0,1.5040333283324,1.4506777761107998,1.5040333283324,0.8264967174044466,5142.751801320367,0.0,5142.751801320367,0.9488621662016388,2826.046073679633,0.9488621662016388,54134229.48758282,0.0,54134229.48758282,9988.022802122514,29747853.407154035,9988.022802122514,407246073.02899414,11854092.553126173,0.0,0.0,0.0,0.35463894529758455,0.6453610547024154,0.0,0.6453610547024154
13,24733.2312,0.507,0.027712812921102045,1.5268989834767863,1.7561501056418565,auto_peak_offset|aicc,54,-2.314331485506439e+20,50.04983107266199,0.9998316550771592,312.96167214589656,1.3497914053003057,1.3681099103855894,0.7247089381458699,0.6434009722397195,7.428436988197596e+17,0.7303560187163688,0.6377538916692206,5.885729003488508e+17,0.5631525460042491,1.2066703467404578,0.0,1.3316133507042518,0.0005295716815990984,0.0011602640784668398,0.0,0.0012754053856449728,0.0004975404172484027,0.0010897071556939322,0.0014741330839352883,0.0018994937486390522,0.00017870898416363546,0.0003883475330129976,0.0007370665419676441,0.0008520667783138953,0.0003202176508570196,0.000701467451625693,0.0007370665419676441,0.0010667066217563163,3658561339240725.5,7626841952404806.0,2.030208138954732e+16,2.199382408740582e+16,2211,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,15458.269499999999,0.0,162718626.31578946,0.0,4.1399564676800765e+22,0.0,0.0,0.0,4.1399564676800765e+22,0.0,1.504906850814782,1.450968950271594,1.504906850814782,0.8256231949220647,9981.959131934735,0.0,9981.959131934735,2.283381366038473,5476.310368065264,2.283381366038473,105073254.02036564,0.0,105073254.02036564,24035.593326720773,57645372.295423836,24035.593326720773,484346996.3522647,14341777.327196086,0.0,0.0,0.0,0.3542641282108107,0.6457358717891893,0.0,0.6457358717891893
14,42564.1654,0.507,0.027712812921102045,1.545937624168517,1.766156658950357,auto_peak_offset|aicc,51,-2.2532479050576688e+20,49.3244290078313,0.9999078779734119,321.44578942167243,1.3662893929866784,1.3851044967269819,0.7343083252462679,0.650796171480714,1.080001487669334e+18,0.7418309987138548,0.643273498013127,7.987776739703192e+17,0.4407694117950789,0.41862759053305004,0.0,0.6078871062374056,0.00040071765849915725,0.0004173794482023552,0.0,0.000578601975121715,0.00037560322361932565,0.00039288542292545723,0.0015140955428474382,0.0016087019767536258,0.00013285999068593065,0.0001420932659955057,0.0007570477714237191,0.0007816416068659311,0.00024381075640255012,0.0002508054354590823,0.0007570477714237191,0.0008339474681363469,4224556381052959.0,4547411299374930.0,2.9516676887416464e+16,3.0162228707748428e+16,2211,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,26602.603375,0.0,280027403.94736844,0.0,7.124576259940291e+22,0.0,0.0,0.0,7.124576259940291e+22,0.0,1.5071001647947966,1.4517000549315988,1.5071001647947966,0.8234298809420502,17203.291587582564,0.0,17203.291587582564,1.79385158460817,9399.311787417435,1.79385158460817,181087279.86929017,0.0,181087279.86929017,18882.64825903337,98940124.07807827,18882.64825903337,571791510.7637994,15969338.196144206,0.0,0.0,0.0,0.3533230058322228,0.6466769941677771,0.0,0.6466769941677771
15,57327.4119,0.507,0.027712812921102045,1.542092008187998,1.766156658950357,auto_peak_offset|aicc,52,-2.177026075442775e+20,47.79631318482752,0.9998825001018263,332.70021878662186,1.3703148797066909,1.389788736067212,0.7381124047033819,0.6516763313638302,1.2636751250339901e+18,0.7465374850177049,0.6432512510495072,9.118269473492247e+17,0.510049522940441,0.4247307764779345,0.0,0.6637369571896089,0.0004392508771112251,0.0004050234869300554,0.0,0.0005974825169056927,0.0004102532434836216,0.0003801699556361391,0.0015671069117921652,0.0016639293831001338,0.00014184953839202645,0.0001349358317483042,0.0007835534558960826,0.000807641621313768,0.00026983744776388287,0.000245244802085251,0.0007835534558960826,0.0008642414474047483,5201454685203086.0,4993316575661851.0,3.453651540609398e+16,3.5281145639879204e+16,2190,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,35829.6324375,0.0,377154025.65789473,0.0,9.595713061169491e+22,0.0,0.0,0.0,9.595713061169491e+22,0.0,1.510009659850188,1.4526698866167291,1.510009659850188,0.8205203858866588,23214.92966309335,0.0,23214.92966309335,2.6380182171861777,12614.702774406647,2.6380182171861777,244367680.66414055,0.0,244367680.66414055,27768.612812486084,132786344.9937542,27768.612812486084,655854626.5763534,18311630.279732097,0.0,0.0,0.0,0.3520745795093296,0.6479254204906704,0.0,0.6479254204906704
16,71323.7366,0.507,0.027712812921102045,1.5498024682289382,1.766156658950357,auto_peak_offset|aicc,50,-2.1257498861585783e+20,46.78204049841101,0.999909260505564,340.72543356117126,1.373588361424196,1.3935319556176282,0.7410264965895854,0.6525054590280428,1.4156285031389064e+18,0.7501625670160309,0.6433693886015973,1.002080948256372e+18,0.4684916086684052,0.36684429361244975,0.0,0.5950286742239632,0.00039452044214798715,0.0003391741326122118,0.0,0.0005202744194229517,0.0003678319587707621,0.0003177158851075562,0.0016049078173271231,0.0016768938057195287,0.000125643614525266,0.00011125245974626253,0.0008024539086635616,0.0008198144321735224,0.0002434565997267623,0.00020648552341529907,0.0008024539086635616,0.0008636200917417535,5136378500716679.0,4576016301911940.0,3.868943263752865e+16,3.929624036866447e+16,2167,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,44577.335375,0.0,469235109.2105264,0.0,1.1938479135563986e+23,0.0,0.0,0.0,1.1938479135563986e+23,0.0,1.5120843383565652,1.453361446118855,1.5120843383565652,0.8184457073802816,28922.47228887116,0.0,28922.47228887116,2.942330386360197,15654.863086128844,2.942330386360197,304447076.7249596,0.0,304447076.7249596,30971.898803791548,164788032.4855668,30971.898803791548,726550784.9274193,20168687.37160044,0.0,0.0,0.0,0.35118436206279957,0.6488156379372004,0.0,0.6488156379372004
17,84265.5436,0.507,0.027712812921102045,1.5498024682289382,1.761139168441975,auto_peak_offset|aicc,49,-2.0738336194868383e+20,45.66131516833064,0.9998934846573517,349.25514023792147,1.3742448299467223,1.3946876912678596,0.7427123804457174,0.6519753108221422,1.5166959370623882e+18,0.7522967246859996,0.64239096658186,1.0649767670878312e+18,0.5258030401411798,0.4698013086631418,0.0,0.7051114143476247,0.0004271441172021031,0.0004260237832263641,0.0,0.0006032813280177566,0.0003971735667313022,0.0003988099830901725,0.0016450850144971317,0.0017387066887906873,0.00013318771371385098,0.00013934782759278448,0.0008225425072485659,0.0008448271778120707,0.00026545216132947924,0.0002599146321437148,0.0008225425072485659,0.0009025500773849899,5699884685221241.0,6035259839876127.0,4.145162561232541e+16,4.2274700621814376e+16,2145,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,52665.96475,0.0,554378576.3157895,0.0,1.4104735422899272e+23,0.0,0.0,0.0,1.4104735422899272e+23,0.0,1.5142894381084224,1.454096479369474,1.5142894381084224,0.8162406076284243,34220.33297300844,0.0,34220.33297300844,4.1193360877342835,18445.631776991562,4.1193360877342835,360214031.2948257,0.0,360214031.2948257,43361.432502466145,194164545.02096382,43361.432502466145,799026185.8511468,22271884.67163226,0.0,0.0,0.0,0.35023818256346595,0.649761817436534,0.0,0.649761817436534
18,96728.0245,0.507,0.027712812921102045,1.5498024682289382,1.766156658950357,auto_peak_offset|aicc,50,-2.0183356552911847e+20,44.42042844499888,0.9999228760489958,358.8585722623514,1.3736590665881918,1.3946640431267276,0.7439480502268272,0.6507159928999005,1.5997897998650757e+18,0.7538865248491116,0.6407775182776161,1.1196807125202653e+18,0.454898064685843,0.32426883594560113,0.0,0.5586434705789021,0.00036362911337855727,0.00028822054873298624,0.0,0.00046400131121411645,0.0003377181715164192,0.0002692440745621232,0.00169031974490187,0.0017446279761210786,0.0001123692933897743,9.25126249569125e-05,0.000845159872450935,0.0008576016871920299,0.00022667943709258975,0.0001767378268653206,0.000845159872450935,0.0008927009782939471,4941217294011743.0,4125718698112625.5,4.372259665684068e+16,4.4193920866329256e+16,2130,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,60455.0153125,0.0,636368582.2368422,0.0,1.619076001014748e+23,0.0,0.0,0.0,1.619076001014748e+23,0.0,1.5167721173348685,1.4549240391116227,1.5167721173348685,0.8137579284019782,39345.762457252815,0.0,39345.762457252815,3.7463340531410094,21109.252855247185,3.7463340531410094,414165920.60266125,0.0,414165920.60266125,39435.09529622115,222202661.6341809,39435.09529622115,866913846.4791076,23948841.629194636,0.0,0.0,0.0,0.34917289733747736,0.6508271026625226,0.0,0.6508271026625226
19,108615.314,0.507,0.027712812921102045,1.5498024682289382,1.766156658950357,auto_peak_offset|aicc,50,-1.9808656865422918e+20,43.57897826568736,0.9998857565166337,365.64672533062634,1.3731298903753755,1.3945321961320492,0.7447639134902383,0.6497682826418109,1.656479632219038e+18,0.7549396208885484,0.6395925752435008,1.157350875821948e+18,0.5641331190701968,0.4114655831718776,0.0,0.6982478801735399,0.00044337204642542864,0.000357776760293699,0.0,0.0005697218459544337,0.00041123704415863807,0.00033369527895527203,0.0017222937593175907,0.0018018779756325592,0.00013559151130343284,0.00011340746586922291,0.0008611468796587954,0.0008791019620035595,0.00027733231315137265,0.00022029244685636324,0.0008611468796587954,0.0009311368977792334,6047067747666404.0,5094976331025991.0,4.527194045545977e+16,4.5957310678076856e+16,2126,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,67884.57125,0.0,714574434.2105263,0.0,1.8180506543900433e+23,0.0,0.0,0.0,1.8180506543900433e+23,0.0,1.5185269906515817,1.4555089968838604,1.5185269906515817,0.812003055085265,44232.23544382282,0.0,44232.23544382282,5.257994683250626,23652.335806177172,5.257994683250626,465602478.35602975,0.0,465602478.35602975,55347.31245526975,248971955.85449657,55347.31245526975,938110370.6481329,26027735.497578926,0.0,0.0,0.0,0.3484199041203663,0.6515800958796337,0.0,0.6515800958796337
20,119639.816,0.507,0.027712812921102045,1.5498024682289382,1.766156658950357,auto_peak_offset|aicc,50,-1.9389196767326352e+20,42.614899586129184,0.9998685569222137,373.5570174957113,1.371801450394671,1.3936667672487058,0.7453587526164785,0.6483080146322272,1.704477882064947e+18,0.7557280498399357,0.6379387174087701,1.1919756523416302e+18,0.6182066676890329,0.5788913462606474,0.0,0.8469325089702503,0.00047772585510866283,0.00042858443006403167,0.0,0.0006417995063355954,0.0004425031452803174,0.00039537758930018236,0.001759553348660243,0.0018569223081446545,0.0001445246941369564,0.0001250942156434355,0.0008797766743301214,0.0009003015865243134,0.00029985846082016736,0.0002717034708314636,0.0008797766743301214,0.0009683722782497816,6452076578674578.0,5474631552902191.0,4.658374118807657e+16,4.734602228165334e+16,2126,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,74774.88500000001,0.0,787104052.6315792,0.0,2.0025835930456767e+23,0.0,0.0,0.0,2.0025835930456767e+23,0.0,1.5205719593652058,1.456190653121735,1.5205719593652058,0.8099580863716409,48787.43940836389,0.0,48787.43940836389,7.02496224356363,25987.44559163612,7.02496224356363,513551993.77225155,0.0,513551993.77225155,73946.97098488032,273552058.8593276,73946.97098488032,1001701269.1531427,27826008.68000324,0.0,0.0,0.0,0.34754243475782165,0.6524575652421784,0.0,0.6524575652421784
21,129993.262,0.507,0.027712812921102045,1.5536866849412914,1.766156658950357,auto_peak_offset|aicc,49,-1.9154571855289064e+20,42.04099269348099,0.999904641769932,378.13272835121876,1.3699039549309746,1.3920371006919827,0.7451383080050822,0.6468987926869005,1.7027006843409093e+18,0.755488949578213,0.6365481511137697,1.196648330406279e+18,0.5386357042529262,0.4279265036851075,0.0,0.6879313297504381,0.0004164320255355594,0.0003566019869143507,0.0,0.0005482523223506778,0.00038569302245133224,0.00033167616927984994,0.0017811061691969405,0.001852324856710399,0.00012581149287798984,0.00011068677730090737,0.0008905530845984702,0.0009061814889398808,0.0002614238089905138,0.00022120811882993886,0.0008905530845984702,0.0009541279978237926,5494214275247816.0,4860338836495681.0,4.653516904107255e+16,4.7109778621737144e+16,2142,532.0,2.3305300457368467,0.625,0.0,0.0,0.0,950.0,9.499999999999999e-05,81245.78875,0.0,855218828.9473686,0.0,2.1758841027278748e+23,0.0,0.0,0.0,2.1758841027278748e+23,0.0,1.5217548721257996,1.4565849573752665,1.5217548721257996,0.8087751736110471,53050.66763510692,0.0,53050.66763510692,6.199909999043447,28195.12111489309,6.199909999043447,558428080.3695465,0.0,558428080.3695465,65262.210516246814,296790748.577822,65262.210516246814,1087931758.9406648,30101499.013620507,0.0,0.0,0.0,0.3470348623440878,0.6529651376559122,0.0,0.6529651376559122
