delta_mu_ev,temperature_k,mu_e_ev,du_dt_intra_w_cm3,p_th_model_w_cm3,q_s_cm1,tau_c_lo_energy_s,delta_mu_carrier_statistics_model
1.136343575758163,300.0,0.6072168419975927,-536675.2842289048,536675.2842289048,202507.55130795657,6.8868407877876e-07,fd
1.136343575758163,305.0,0.607874828097602,-2150749.435747969,2150749.435747969,212863.2190928777,6.378890733657458e-07,fd
1.136343575758163,310.0,0.6085334766673078,-4013327.2440769738,4013327.2440769738,223406.3086836649,5.928013223524578e-07,fd
1.136343575758163,315.0,0.6091928138218601,-6136256.0023405785,6136256.0023405785,234129.98886878206,5.52599849924304e-07,fd
1.136343575758163,320.0,0.6098528647128878,-8530938.16470722,8530938.16470722,245027.54307010042,5.166034238154541e-07,fd
1.136343575758163,325.0,0.6105136539399514,-11208355.84465912,11208355.84465912,256092.38050827332,4.842437302128306e-07,fd
1.136343575758163,330.0,0.6111752055867292,-14179092.47335353,14179092.47335353,267318.04429594055,4.550441774718718e-07,fd
1.136343575758163,335.0,0.6118375432933196,-17453351.63632716,17453351.63632716,278698.21826801443,4.2860306088977587e-07,fd
1.136343575758163,340.0,0.6125006897519465,-21040973.061936237,21040973.061936237,290226.7296979818,4.0458013202791375e-07,fd
1.136343575758163,345.0,0.6131646669665469,-24951446.543825552,24951446.543825552,301897.5543419971,3.826858208883112e-07,fd
1.136343575758163,350.0,0.6138294965605122,-29193924.118685927,29193924.118685927,313704.8208892225,3.626725520990226e-07,fd
1.136343575758163,355.0,0.6144951991774013,-33777230.26496395,33777230.26496395,325642.80988601386,3.443277218439541e-07,fd
1.136343575758163,360.0,0.6151617945023894,-38709871.1351619,38709871.1351619,337705.9547823254,3.2746798053600074e-07,fd
1.136343575758163,365.0,0.6158293017974238,-44000043.34595567,44000043.34595567,349888.84513688064,3.119345581291818e-07,fd
1.136343575758163,370.0,0.616497739340057,-49655641.35965147,49655641.35965147,362186.2233474263,2.9758943393364843e-07,fd
1.136343575758163,375.0,0.6171671246743171,-55684264.94763702,55684264.94763702,374592.98513841187,2.843121734955789e-07,fd
1.136343575758163,380.0,0.617837474559234,-62093226.117031366,62093226.117031366,387104.1779606665,2.7199731088204403e-07,fd
1.136343575758163,385.0,0.618508804929405,-68889555.79794995,68889555.79794995,399714.9990143691,2.6055217137805047e-07,fd
1.136343575758163,390.0,0.6191811308675983,-76080010.36871366,76080010.36871366,412420.7929646988,2.4989505289908104e-07,fd
1.136343575758163,395.0,0.6198544665893947,-83671078.07389656,83671078.07389656,425217.0494131321,2.3995370081024896e-07,fd
1.136343575758163,400.0,0.6205288257943754,-91668985.91914944,91668985.91914944,438099.40243430855,2.3066402235637972e-07,fd
1.136343575758163,405.0,0.6212042209778629,-100079705.0200403,100079705.0200403,451063.62341046147,2.219690041376607e-07,fd
1.136343575758163,410.0,0.6218806639754136,-108908957.61977246,108908957.61977246,464105.6213439517,2.138177889863988e-07,fd
1.136343575758163,415.0,0.6225581661889185,-118162223.81618398,118162223.81618398,477221.44125327707,2.0616489137336706e-07,fd
1.136343575758163,420.0,0.6232367379103811,-127844746.59846202,127844746.59846202,490407.2564799359,1.9896952993584345e-07,fd
1.136343575758163,425.0,0.6239163885460108,-137961538.25108388,137961538.25108388,503659.3666812218,1.9219505221588642e-07,fd
1.136343575758163,430.0,0.6245971272429788,-148517387.7375495,148517387.7375495,516974.1987106236,1.8580843885972888e-07,fd
1.136343575758163,435.0,0.625278961651337,-159516864.06695706,159516864.06695706,530348.2946356764,1.7977988105644342e-07,fd
1.136343575758163,440.0,0.6259618995132878,-170964325.67482692,170964325.67482692,543778.3192758604,1.7408240713341587e-07,fd
1.136343575758163,445.0,0.6266459474311213,-182863923.53081,182863923.53081,557261.0481565674,1.6869156587859805e-07,fd
1.136343575758163,450.0,0.6273311115361064,-195219608.41659385,195219608.41659385,570793.3687468945,1.6358514603271984e-07,fd
1.136343575758163,455.0,0.6280173968102613,-208035134.73159343,208035134.73159343,584372.2720548203,1.5874293464333948e-07,fd
1.136343575758163,460.0,0.6287048079826563,-221314068.3790371,221314068.3790371,597994.8557508342,1.5414650206282592e-07,fd
1.136343575758163,465.0,0.6293933494692227,-235059792.2347552,235059792.2347552,611658.3205174778,1.497790155049324e-07,fd
1.136343575758163,470.0,0.6300830242858446,-249275508.07125187,249275508.07125187,625359.958474427,1.4562507700368067e-07,fd
1.136343575758163,475.0,0.6307738353894561,-263964245.7648015,263964245.7648015,639097.1600359207,1.4167057579878634e-07,fd
1.136343575758163,480.0,0.631465785009845,-279128866.31502074,279128866.31502074,652867.4056666594,1.3790256178682278e-07,fd
1.136343575758163,485.0,0.6321588750021556,-294772067.9550448,294772067.9550448,666668.265489575,1.3430913155877044e-07,fd
1.136343575758163,490.0,0.6328531061566214,-310896388.40240043,310896388.40240043,680497.3907300299,1.308793290344479e-07,fd
1.136343575758163,495.0,0.6335484791951873,-327504213.1246807,327504213.1246807,694352.5186148997,1.2760305431997315e-07,fd
1.136343575758163,500.0,0.6342449945240318,-344597779.1733751,344597779.1733751,708231.4676005084,1.244709845605476e-07,fd
1.136343575758163,505.0,0.6349426513158872,-362179175.78352344,362179175.78352344,722132.126982749,1.2147450419328947e-07,fd
1.136343575758163,510.0,0.6356414489795458,-380250354.6436083,380250354.6436083,736052.4661392928,1.1860563908464363e-07,fd
1.136343575758163,515.0,0.6363413862562243,-398813130.42579097,398813130.42579097,749990.524471796,1.1585700093913991e-07,fd
1.136343575758163,520.0,0.6370424611694048,-417869184.42783463,417869184.42783463,763944.4082765201,1.1322173614921948e-07,fd
1.136343575758163,525.0,0.637744671884329,-437420072.5053487,437420072.5053487,777912.295488321,1.1069347866789104e-07,fd
1.136343575758163,530.0,0.6384480157802879,-457467224.6121377,457467224.6121377,791892.4253772874,1.0826630983231967e-07,fd
1.136343575758163,535.0,0.6391524898633129,-478011950.3590964,478011950.3590964,805883.0996263702,1.0593472044111694e-07,fd
1.136343575758163,540.0,0.6398580907360818,-499055442.45103806,499055442.45103806,819882.6797565,1.0369357704475819e-07,fd
1.136343575758163,545.0,0.6405648150387007,-520598782.58682734,520598782.58682734,833889.5887876913,1.0153809093239838e-07,fd
1.136343575758163,550.0,0.6412726587263357,-542642941.0303836,542642941.0303836,847902.3027409986,9.946379129709522e-08,fd
1.136343575758163,555.0,0.6419816175079889,-565188782.1878233,565188782.1878233,861919.3523767197,9.746649963037479e-08,fd
1.136343575758163,560.0,0.6426916868264352,-588237067.7299918,588237067.7299918,875939.3210096695,9.554230695367693e-08,fd
1.136343575758163,565.0,0.6434028620816225,-611788461.0963737,611788461.0963737,889960.8446039171,9.368755286927835e-08,fd
1.136343575758163,570.0,0.6441151375160201,-635843523.6151167,635843523.6151167,903982.5996998533,9.189880772434287e-08,fd
1.136343575758163,575.0,0.6448285088816958,-660402734.0702806,660402734.0702806,918003.3260184206,9.017285287547714e-08,fd
1.136343575758163,580.0,0.6455429692542656,-685466465.0146275,685466465.0146275,932021.7862073663,8.850666880973201e-08,fd
1.136343575758163,585.0,0.646258513695841,-711035015.4311755,711035015.4311755,946036.8071581019,8.689741652630088e-08,fd
1.136343575758163,590.0,0.6469751364150577,-737108595.3145422,737108595.3145422,960047.2522088,8.534242696221148e-08,fd
1.136343575758163,595.0,0.6476928302159416,-763687323.7790233,763687323.7790233,974052.0141325083,8.383918927230976e-08,fd
1.136343575758163,600.0,0.6484115895278304,-790771252.8183687,790771252.8183687,988050.0422184686,8.238533730064733e-08,fd
1.136343575758163,605.0,0.6491314073513752,-818360348.322703,818360348.322703,1002040.311959295,8.097864189026332e-08,fd
1.136343575758163,610.0,0.6498522767674828,-846454502.9889357,846454502.9889357,1016021.8378644506,7.961700030718717e-08,fd
1.136343575758163,615.0,0.6505741914643717,-875053542.961214,875053542.961214,1029993.6772806768,7.829842729695152e-08,fd
1.136343575758163,620.0,0.6512971436333578,-904157213.8482547,904157213.8482547,1043954.9087133919,7.70210486716401e-08,fd
1.136343575758163,625.0,0.6520211271191572,-933765207.5280474,933765207.5280474,1057904.661139422,7.578309178134068e-08,fd
1.136343575758163,630.0,0.6527461337064119,-963877134.761594,963877134.761594,1071842.0765786858,7.458288133445452e-08,fd
1.136343575758163,635.0,0.6534721562980812,-994492552.6824981,994492552.6824981,1085766.3399550198,7.341883099538244e-08,fd
1.136343575758163,640.0,0.654199187861329,-1025610958.6731061,1025610958.6731061,1099676.667754067,7.228943837717185e-08,fd
1.136343575758163,645.0,0.6549272197741228,-1057231777.8070229,1057231777.8070229,1113572.290398588,7.119328070703926e-08,fd
1.136343575758163,650.0,0.65565624509592,-1089354392.9815056,1089354392.9815056,1127452.4837520786,7.01290078704831e-08,fd
1.136343575758163,655.0,0.656386255832064,-1121978123.0985181,1121978123.0985181,1141316.540855636,6.909533951783416e-08,fd
1.136343575758163,660.0,0.6571172445831718,-1155102239.460709,1155102239.460709,1155163.7874677598,6.80910598322241e-08,fd
1.136343575758163,665.0,0.6578492028636447,-1188725952.0433106,1188725952.0433106,1168993.5641151068,6.711501453626899e-08,fd
1.136343575758163,670.0,0.6585821227751324,-1222848426.5437646,1222848426.5437646,1182805.242094487,6.616610627767802e-08,fd
1.136343575758163,675.0,0.6593159970265967,-1257468786.7614882,1257468786.7614882,1196598.222940927,6.524329125306276e-08,fd
1.136343575758163,680.0,0.6600508166374838,-1292586093.6965835,1292586093.6965835,1210371.913995173,6.43455772216987e-08,fd
1.136343575758163,685.0,0.6607865737937116,-1328199374.8534675,1328199374.8534675,1224125.756855371,6.347201905507431e-08,fd
1.136343575758163,690.0,0.6615232613005477,-1364307621.0889761,1364307621.0889761,1237859.2211438722,6.262171631469933e-08,fd
1.136343575758163,695.0,0.6622608696463691,-1400909757.6777048,1400909757.6777048,1251571.773194081,6.17938120815243e-08,fd
1.136343575758163,700.0,0.6629993916845967,-1438004693.949015,1438004693.949015,1265262.9239691058,6.098748830280267e-08,fd
1.136343575758163,705.0,0.6637388191182316,-1475591288.4460216,1475591288.4460216,1278932.1918177872,6.020196523944305e-08,fd
1.136343575758163,710.0,0.6644791430630262,-1513668355.5440454,1513668355.5440454,1292579.1075237736,5.943649906537319e-08,fd
1.136343575758163,715.0,0.6652203564566694,-1552234693.2938123,1552234693.2938123,1306203.2390820747,5.8690378858354594e-08,fd
1.136343575758163,720.0,0.6659624504510292,-1591289045.1816797,1591289045.1816797,1319804.1530291154,5.796292634890407e-08,fd
1.136343575758163,725.0,0.6667054168133103,-1630830127.6066108,1630830127.6066108,1333381.439133815,5.7253493143559424e-08,fd
1.136343575758163,730.0,0.6674492479461193,-1670856631.8404555,1670856631.8404555,1346934.7101355006,5.656145913545223e-08,fd
1.136343575758163,735.0,0.6681939356608017,-1711367211.1627593,1711367211.1627593,1360463.588110418,5.588623149681638e-08,fd
1.136343575758163,740.0,0.6689394717847539,-1752360488.824386,1752360488.824386,1373967.7103641217,5.5227243004685975e-08,fd
1.136343575758163,745.0,0.6696858475300347,-1793835051.46185,1793835051.46185,1387446.7220826158,5.4583950944976656e-08,fd
1.136343575758163,750.0,0.6704330560149073,-1835789480.8631296,1835789480.8631296,1400900.3030512857,5.3955834920876363e-08,fd
1.136343575758163,755.0,0.6711810878481314,-1878222301.2250376,1878222301.2250376,1414328.1194698133,5.3342397323086966e-08,fd
1.136343575758163,760.0,0.6719299361961227,-1921132042.4594507,1921132042.4594507,1427729.8783143226,5.274316036186667e-08,fd
1.136343575758163,765.0,0.6726795929785716,-1964517194.3364758,1964517194.3364758,1441105.2856888263,5.21576664197146e-08,fd
1.136343575758163,770.0,0.6734300501312187,-2008376222.869128,2008376222.869128,1454454.060029204,5.1585476602846234e-08,fd
1.136343575758163,775.0,0.6741812989503913,-2052707562.6112368,2052707562.6112368,1467775.924474249,5.102617003329383e-08,fd
1.136343575758163,780.0,0.6749333327108495,-2097509651.9898076,2097509651.9898076,1481070.635202829,5.047934211658158e-08,fd
1.136343575758163,785.0,0.6756861434085258,-2142780891.7710257,2142780891.7710257,1494337.9453367125,4.994460481081585e-08,fd
1.136343575758163,790.0,0.6764397223879003,-2188519653.454611,2188519653.454611,1507577.6113194495,4.942158561655208e-08,fd
1.136343575758163,795.0,0.6771940630080016,-2234724316.452732,2234724316.452732,1520789.422047651,4.8909926019034904e-08,fd
1.136343575758163,800.0,0.677949157324953,-2281393224.0895724,2281393224.0895724,1533973.1618705336,4.8409281842450546e-08,fd
1.136343575758163,805.0,0.6787049974109296,-2328524702.001137,2328524702.001137,1547128.624776123,4.791932217409557e-08,fd
1.136343575758163,810.0,0.6794615760377115,-2376117068.6848555,2376117068.6848555,1560255.6216976547,4.74397285526562e-08,fd
1.136343575758163,815.0,0.680218885321614,-2424168617.1858597,2424168617.1858597,1573353.965097568,4.697019478330623e-08,fd
1.136343575758163,820.0,0.6809769180865831,-2472677635.2234,2472677635.2234,1586423.4838733363,4.6510425992529865e-08,fd
1.136343575758163,825.0,0.6817356671886672,-2521642396.4549375,2521642396.4549375,1599464.0155400818,4.6060138305808455e-08,fd
1.136343575758163,830.0,0.6824951248164105,-2571061150.7241955,2571061150.7241955,1612475.3980530018,4.561905853779721e-08,fd
1.136343575758163,835.0,0.6832552838780277,-2620932145.1235113,2620932145.1235113,1625457.4851145784,4.518692334540714e-08,fd
1.136343575758163,840.0,0.6840161366062035,-2671253603.9202313,2671253603.9202313,1638410.1301926281,4.476347915647652e-08,fd
1.136343575758163,845.0,0.6847776766729621,-2722023761.208663,2722023761.208663,1651333.210161142,4.434848120135461e-08,fd
1.136343575758163,850.0,0.6855398970828231,-2773240829.8541174,2773240829.8541174,1664226.6012653457,4.3941693664080477e-08,fd
1.136343575758163,855.0,0.6863027894330707,-2824902989.9474735,2824902989.9474735,1677090.170381384,4.354288946556282e-08,fd
1.136343575758163,860.0,0.6870663482157165,-2877008456.485912,2877008456.485912,1689923.823681856,4.3151848849795584e-08,fd
1.136343575758163,865.0,0.6878305658038927,-2929555401.889476,2929555401.889476,1702727.4494359826,4.2768360273298144e-08,fd
1.136343575758163,870.0,0.6885954353184891,-2982542001.2284393,2982542001.2284393,1715500.9503696775,4.239221937675284e-08,fd
1.136343575758163,875.0,0.6893609506482187,-3035966433.625308,3035966433.625308,1728244.243753451,4.202322868600458e-08,fd
1.136343575758163,880.0,0.6901271035107476,-3089826834.992504,3089826834.992504,1740957.2275297246,4.166119798370769e-08,fd
1.136343575758163,885.0,0.6908938885987258,-3144121382.296508,3144121382.296508,1753639.8390741176,4.130594286575665e-08,fd
1.136343575758163,890.0,0.6916612991734905,-3198848222.4625564,3198848222.4625564,1766292.0045328895,4.095728547459237e-08,fd
1.136343575758163,895.0,0.6924293285284803,-3254005496.4861293,3254005496.4861293,1778913.655379886,4.061505390983306e-08,fd
1.136343575758163,900.0,0.6931979699892361,-3309591339.899309,3309591339.899309,1791504.7282366597,4.0279081986879135e-08,fd
1.136343575758163,905.0,0.6939672169134011,-3365603883.224024,3365603883.224024,1804065.164698619,3.9949209006948396e-08,fd
1.136343575758163,910.0,0.6947370626907201,-3422041252.4125233,3422041252.4125233,1816594.9111670183,3.962527953792323e-08,fd
1.136343575758163,915.0,0.6955075022786854,-3478901596.081398,3478901596.081398,1829093.9364982068,3.9307142902557805e-08,fd
1.136343575758163,920.0,0.6962785291553227,-3536183033.389361,3536183033.389361,1841562.1965749946,3.89946535949761e-08,fd
1.136343575758163,925.0,0.6970501360549116,-3593883666.4182186,3593883666.4182186,1853999.6425904245,3.86876709255242e-08,fd
1.136343575758163,930.0,0.6978223172875051,-3652001621.489562,3652001621.489562,1866406.247853084,3.838605839179875e-08,fd
1.136343575758163,935.0,0.6985950679951813,-3710535037.2231455,3710535037.2231455,1878781.9990889141,3.808968366653389e-08,fd
1.136343575758163,940.0,0.6993683802326789,-3769481994.305441,3769481994.305441,1891126.8506067768,3.7798419156804417e-08,fd
1.136343575758163,945.0,0.7001422500142308,-3828840642.583774,3828840642.583774,1903440.8063014864,3.7512140538160375e-08,fd
1.136343575758163,950.0,0.7009166694547664,-3888609059.2998314,3888609059.2998314,1915723.82784413,3.723072804563405e-08,fd
1.1407650218069088,280.0,0.6068062150996699,3953649.7231495758,0.0,170760.65388096098,,fd
1.1407650218069088,285.0,0.6074623045405131,3144019.8630128307,0.0,180600.6407801276,,fd
1.1407650218069088,290.0,0.6081189831657653,2129285.8143755826,0.0,190655.66354644534,,fd
1.1407650218069088,295.0,0.6087762786419988,895617.2241628226,0.0,200918.29869278066,,fd
1.1407650218069088,300.0,0.6094342183786634,-570252.1230467672,570252.1230467672,211381.20247529598,6.481338846189636e-07,fd
1.1407650218069088,305.0,0.6100928296606769,-2281053.547221175,2281053.547221175,222037.12866529898,6.014499599461384e-07,fd
1.1407650218069088,310.0,0.6107521388550357,-4249014.276209989,4249014.276209989,232878.93995188465,5.59919440761229e-07,fd
1.1407650218069088,315.0,0.6114121720222301,-6485887.327919142,6485887.327919142,243899.62280767265,5.228111397177799e-07,fd
1.1407650218069088,320.0,0.6120729547545989,-9002979.052053405,9002979.052053405,255092.297282078,4.895170630482028e-07,fd
1.1407650218069088,325.0,0.6127345117449577,-11811173.547875853,11811173.547875853,266450.2235906482,4.5952893857415376e-07,fd
1.1407650218069088,330.0,0.6133968673975798,-14920954.14623129,14920954.14623129,277966.81185483705,4.324196300452026e-07,fd
1.1407650218069088,335.0,0.61406004516522,-18342421.657928683,18342421.657928683,289635.6244956493,4.078283704094141e-07,fd
1.1407650218069088,340.0,0.6147240676266631,-22085310.121043783,22085310.121043783,301450.3806436553,3.8544895284411864e-07,fd
1.1407650218069088,345.0,0.6153889572200946,-26159000.75169662,26159000.75169662,313404.96293514635,3.650202426923894e-07,fd
1.1407650218069088,350.0,0.616054734706743,-30572533.03241518,30572533.03241518,325493.41161037615,3.463185387577489e-07,fd
1.1407650218069088,355.0,0.6167214210348829,-35334616.11530687,35334616.11530687,337709.93534209346,3.2915135428046764e-07,fd
1.1407650218069088,360.0,0.61738903534873,-40453636.99249892,40453636.99249892,350048.90092238446,3.133523774337218e-07,fd
1.1407650218069088,365.0,0.6180575969387183,-45937670.354852356,45937670.354852356,362504.84351765923,2.9877732093864776e-07,fd
1.1407650218069088,370.0,0.6187271234013091,-51794485.18909286,51794485.18909286,375072.45545344276,2.8530053247720583e-07,fd
1.1407650218069088,375.0,0.6193976320177149,-58031553.40317953,58031553.40317953,387746.5924762535,2.7281217662353576e-07,fd
1.1407650218069088,380.0,0.6200691390563797,-64656056.49657854,64656056.49657854,400522.2678563815,2.6121590834598727e-07,fd
1.1407650218069088,385.0,0.6207416600652097,-71674892.87833743,71674892.87833743,413394.6517872292,2.504269295371367e-07,fd
1.1407650218069088,390.0,0.621415209507984,-79094684.31067076,79094684.31067076,426359.0665059269,2.403703659904158e-07,fd
1.1407650218069088,395.0,0.6220898010886867,-86921783.03125626,86921783.03125626,439410.9853385778,2.3097990094606307e-07,fd
1.1407650218069088,400.0,0.6227654479349601,-95162278.76731467,95162278.76731467,452546.03081619996,2.221966234030948e-07,fd
1.1407650218069088,405.0,0.6234421617316118,-103822004.02205707,103822004.02205707,465759.96571857034,2.139680568386031e-07,fd
1.1407650218069088,410.0,0.6241199541590953,-112906542.87789437,112906542.87789437,479048.6990363861,2.0624732566878007e-07,fd
1.1407650218069088,415.0,0.6247988355120798,-122421235.28051585,122421235.28051585,492408.27332602633,1.9899245405977585e-07,fd
1.1407650218069088,420.0,0.6254788154540194,-132371184.65716791,132371184.65716791,505834.8660262329,1.9216575874382023e-07,fd
1.1407650218069088,425.0,0.6261599028967695,-142761264.08392373,142761264.08392373,519324.7849842587,1.8573333052279254e-07,fd
1.1407650218069088,430.0,0.6268421058802055,-153596122.27681327,153596122.27681327,532874.4638650488,1.7966458755583406e-07,fd
1.1407650218069088,435.0,0.627525432024963,-164880190.77611557,164880190.77611557,546480.4616444056,1.73931887836029e-07,fd
1.1407650218069088,440.0,0.6282098876699604,-176617688.0196387,176617688.0196387,560139.4526490322,1.6851019669165755e-07,fd
1.1407650218069088,445.0,0.6288954787172548,-188812627.20061055,188812627.20061055,573848.2288776116,1.6337679349348516e-07,fd
1.1407650218069088,450.0,0.6295822107488476,-201468822.61159146,201468822.61159146,587603.6973179178,1.5851101791985908e-07,fd
1.1407650218069088,455.0,0.6302700881601929,-214589893.06816012,214589893.06816012,601402.8698139137,1.5389405029306865e-07,fd
1.1407650218069088,460.0,0.6309591146530675,-228179268.6828416,228179268.6828416,615242.8630410164,1.4950871608471843e-07,fd
1.1407650218069088,465.0,0.6316492935614745,-242240197.35660926,242240197.35660926,629120.897496762,1.4533931465505801e-07,fd
1.1407650218069088,470.0,0.6323406277914522,-256775750.10484475,256775750.10484475,643034.2936555914,1.4137146924187982e-07,fd
1.1407650218069088,475.0,0.633033119139605,-271788824.02079874,271788824.02079874,656980.4631615794,1.3759199563308769e-07,fd
1.1407650218069088,480.0,0.6337267690392123,-287282149.7098667,287282149.7098667,670956.9113120585,1.3398878340463394e-07,fd
1.1407650218069088,485.0,0.6344215785100686,-303258296.1983553,303258296.1983553,684961.2334720157,1.3055069210350476e-07,fd
1.1407650218069088,490.0,0.6351175476821009,-319719673.9798137,319719673.9798137,698991.1080029976,1.272674596681477e-07,fd
1.1407650218069088,495.0,0.6358146768007353,-336668543.54349464,336668543.54349464,713044.3014156542,1.2412961857830868e-07,fd
1.1407650218069088,500.0,0.6365129649040868,-354107014.80049604,354107014.80049604,727118.654441199,1.2112842462399049e-07,fd
1.1407650218069088,505.0,0.6372124110574894,-372037056.3894406,372037056.3894406,741212.089323076,1.1825578944852238e-07,fd
1.1407650218069088,510.0,0.6379130136700201,-390460497.25637835,390460497.25637835,755322.6012886721,1.1550422294077743e-07,fd
1.1407650218069088,515.0,0.6386147704443399,-409379030.4451973,409379030.4451973,769448.2552676827,1.1286678063611172e-07,fd
1.1407650218069088,520.0,0.6393176790019838,-428794219.9724793,428794219.9724793,783587.1885746582,1.1033701561372346e-07,fd
1.1407650218069088,525.0,0.6400217366361403,-448707503.78727233,448707503.78727233,797737.6062549448,1.0790893634739253e-07,fd
1.1407650218069088,530.0,0.6407269402815567,-469120197.49271226,469120197.49271226,811897.7783230745,1.0557696842451234e-07,fd
1.1407650218069088,535.0,0.6414332857909357,-490033494.2276624,490033494.2276624,826066.0308486815,1.0333592075907826e-07,fd
1.1407650218069088,540.0,0.6421407697401472,-511448477.5731971,511448477.5731971,840240.7596455176,1.0118095221819571e-07,fd
1.1407650218069088,545.0,0.6428493873316562,-533366114.0830905,533366114.0830905,854420.4092915705,9.910754569864232e-08,fd
1.1407650218069088,550.0,0.6435591344589932,-555787267.7944194,555787267.7944194,868603.4894879626,9.711148017059696e-08,fd
1.1407650218069088,555.0,0.6442700060524554,-578712694.4678162,578712694.4678162,882788.5579994385,9.518880915660471e-08,fd
1.1407650218069088,560.0,0.644981996631951,-602143047.6185101,602143047.6185101,896974.2235165625,9.333583889885979e-08,fd
1.1407650218069088,565.0,0.6456951010115397,-626078885.9251062,626078885.9251062,911159.1502257241,9.154910839883748e-08,fd
1.1407650218069088,570.0,0.646409313323595,-650520670.3974924,650520670.3974924,925342.0468810154,8.982537277988319e-08,fd
1.1407650218069088,575.0,0.6471246282197928,-675468774.8705839,675468774.8705839,939521.6762089847,8.816158613592728e-08,fd
1.1407650218069088,580.0,0.6478410385185073,-700923473.5178456,700923473.5178456,953696.8309109756,8.655488893065694e-08,fd
1.1407650218069088,585.0,0.6485585386418161,-726884966.1082119,726884966.1082119,967866.3644582118,8.50025915813333e-08,fd
1.1407650218069088,590.0,0.6492771216368208,-753353361.0051019,753353361.0051019,982029.1612049841,8.350216474102063e-08,fd
1.1407650218069088,595.0,0.6499967811574209,-780328691.17912,780328691.17912,996184.1537006295,8.205122637029403e-08,fd
1.1407650218069088,600.0,0.6507175094263605,-807810902.2161107,807810902.2161107,1010330.3014642592,8.06475329961169e-08,fd
1.1407650218069088,605.0,0.6514393002861385,-835799876.898095,835799876.898095,1024466.619128295,7.92889678686747e-08,fd
1.1407650218069088,610.0,0.652162145601493,-864295411.0957311,864295411.0957311,1038592.139957544,7.797353492719814e-08,fd
1.1407650218069088,615.0,0.6528860388649421,-893297243.1560225,893297243.1560225,1052705.9497898016,7.669934810547897e-08,fd
1.1407650218069088,620.0,0.6536109720736448,-922805032.2918986,922805032.2918986,1066807.1549959695,7.546462615365637e-08,fd
1.1407650218069088,625.0,0.6543369372729138,-952818372.3711289,952818372.3711289,1080894.896334523,7.426768466714428e-08,fd
1.1407650218069088,630.0,0.6550639276333752,-983336803.2525853,983336803.2525853,1094968.358629791,7.310692910621415e-08,fd
1.1407650218069088,635.0,0.655791934778131,-1014359790.8487228,1014359790.8487228,1109026.742806571,7.198085069053358e-08,fd
1.1407650218069088,640.0,0.6565209503623852,-1045886741.7604336,1045886741.7604336,1123069.2804748372,7.08880199314488e-08,fd
1.1407650218069088,645.0,0.6572509671746813,-1077917015.1640925,1077917015.1640925,1137095.244128463,6.982708100062734e-08,fd
1.1407650218069088,650.0,0.6579819764038726,-1110449900.7902975,1110449900.7902975,1151103.9182884833,6.879674872749814e-08,fd
1.1407650218069088,655.0,0.6587139709307956,-1143484650.0289357,1143484650.0289357,1165094.632101841,6.77958023705108e-08,fd
1.1407650218069088,660.0,0.6594469414498638,-1177020442.5094893,1177020442.5094893,1179066.7185557743,6.68230838300169e-08,fd
1.1407650218069088,665.0,0.6601808803554993,-1211056423.4337223,1211056423.4337223,1193019.5535119157,6.587749175618257e-08,fd
1.1407650218069088,670.0,0.6609157789489126,-1245591679.3724232,1245591679.3724232,1206952.5259847324,6.495797964301767e-08,fd
1.1407650218069088,675.0,0.6616516291220605,-1280625255.7851741,1280625255.7851741,1220865.0547094303,6.406355171092906e-08,fd
1.1407650218069088,680.0,0.6623884227990016,-1316156153.4747488,1316156153.4747488,1234756.5815438137,6.319326022832981e-08,fd
1.1407650218069088,685.0,0.6631261513531759,-1352183324.1797285,1352183324.1797285,1248626.5645017866,6.234620300526032e-08,fd
1.1407650218069088,690.0,0.6638648067608084,-1388705683.703913,1388705683.703913,1262474.4891068256,6.152152023022316e-08,fd
1.1407650218069088,695.0,0.6646043798487328,-1425722095.2635665,1425722095.2635665,1276299.8490896444,6.071839287382756e-08,fd
1.1407650218069088,700.0,0.6653448626333015,-1463231395.2194748,1463231395.2194748,1290102.1704512,5.993603932919743e-08,fd
1.1407650218069088,705.0,0.6660862465641971,-1501232376.197469,1501232376.197469,1303880.9921460329,5.9173714118571205e-08,fd
1.1407650218069088,710.0,0.6668285237099374,-1539723801.163253,1539723801.163253,1317635.8780650706,5.843070538469883e-08,fd
1.1407650218069088,715.0,0.667571684957548,-1578704384.8956945,1578704384.8956945,1331366.3970460733,5.7706333812783307e-08,fd
1.1407650218069088,720.0,0.6683157224156745,-1618172821.833396,1618172821.833396,1345072.1480811306,5.6999949870113445e-08,fd
1.1407650218069088,725.0,0.6690606276102418,-1658127767.3268962,1658127767.3268962,1358752.7403065097,5.631093295045664e-08,fd
1.1407650218069088,730.0,0.6698063920832258,-1698567845.4147027,1698567845.4147027,1372407.7988464937,5.563868959262546e-08,fd
1.1407650218069088,735.0,0.670553008015502,-1739491657.4492373,1739491657.4492373,1386036.9710671632,5.4982651816422455e-08,fd
1.1407650218069088,740.0,0.6713004663663253,-1780897761.1777985,1780897761.1777985,1399639.9057186611,5.43422764954853e-08,fd
1.1407650218069088,745.0,0.6720487587258247,-1822784693.605909,1822784693.605909,1413216.2725996077,5.3717043376458534e-08,fd
1.1407650218069088,750.0,0.6727978779699538,-1865150980.7376113,1865150980.7376113,1426765.7693828873,5.3106453687604645e-08,fd
1.1407650218069088,755.0,0.6735478151061204,-1907995099.837575,1907995099.837575,1440288.0864098275,5.251003016808461e-08,fd
