temperature_k,reduced_qfls,delta_mu_ev,integral_ipc_be,integral_ipc_mb,ln_integral_ipc_be,ln_integral_ipc_mb,mb_relative_error,mb_log_deviation,mb_valid
302.65,-2.3294797687861273,1.363246331072216,8.952994293485093e+23,8.517607074726818e+23,55.15144517312908,55.101592580481935,0.051116142707514856,0.0498525926471487,False
302.65,-2.3064547206165695,1.3638468325971846,9.172653469981222e+23,8.716000633706115e+23,55.17568374750281,55.12461762865149,0.05239247396439617,0.051066118851316844,False
302.65,-2.2834296724470136,1.3644473341221532,9.397992305067872e+23,8.919015209351125e+23,55.199953220759326,55.14764267682105,0.05370291276267403,0.052310543938276055,False
302.65,-2.260404624277456,1.3650478356471218,9.62917267272316e+23,9.126758435171436e+23,55.2242544495311,55.17066772499061,0.0550484863952998,0.0535867245404944,False
302.65,-2.2373795761079,1.3656483371720904,9.866361854029654e+23,9.339340451694651e+23,55.24858831787508,55.193692773160166,0.05643025918809652,0.054895544714916866,False
302.65,-2.214354527938342,1.366248838697059,1.0109732760360612e+24,9.556873964860427e+23,55.272955738347314,55.216717821329716,0.05784933415811344,0.05623791701759728,False
302.65,-2.191329479768786,1.3668493402220276,1.0359464168092566e+24,9.779474305774357e+23,55.29735765313021,55.239742869499274,0.0593068547637321,0.05761478363093886,False
302.65,-2.16830443159923,1.3674498417469962,1.0615740965571775e+24,1.000725949185389e+24,55.321795035215814,55.26276791766883,0.0608040067526181,0.05902711754698231,False
302.65,-2.1452793834296724,1.3680503432719648,1.0878754413115218e+24,1.024035028939833e+24,55.34626888964837,55.28579296583839,0.06234202011407919,0.06047592380998168,False
302.65,-2.1222543352601164,1.3686508447969334,1.1148702416886346e+24,1.0478870277616194e+24,55.37078025482992,55.30881801400795,0.06392217114291165,0.06196224082196977,False
302.65,-2.0992292870905587,1.369251346321902,1.142578981754997e+24,1.0722945914144112e+24,55.395330203892854,55.331843062177505,0.06554578462237415,0.06348714171534908,False
302.65,-2.0762042389210027,1.3698518478468704,1.1710228694679426e+24,1.0972706602091508e+24,55.41991984614358,55.35486811034706,0.06721423613453203,0.06505173579651569,False
302.65,-2.053179190751445,1.370452349371839,1.2002238687966531e+24,1.1228284758647217e+24,55.44455032858194,55.37789315851661,0.06892895450690006,0.06665717006532645,False
302.65,-2.030154142581889,1.3710528508968076,1.230204733636597e+24,1.1489815885283774e+24,55.46922283750119,55.40091820668617,0.0706914244050254,0.06830463081502103,False
302.65,-2.0071290944123312,1.3716533524217762,1.2609890436397498e+24,1.1757438639597246e+24,55.49393860017386,55.42394325485573,0.07250318908144893,0.06999534531813367,False
302.65,-1.9841040462427753,1.3722538539467448,1.2926012420926701e+24,1.2031294908820023e+24,55.518698886629075,55.44696830302529,0.07436585329238077,0.07173058360378803,False
302.65,-1.9610789980732175,1.3728543554717134,1.325066675985402e+24,1.2311529885046234e+24,55.543505011527614,55.469993351194844,0.07628108639434616,0.07351166033276968,False
302.65,-1.9380539499036615,1.373454856996682,1.3584116384258477e+24,1.2598292142208986e+24,55.5683583361411,55.4930183993644,0.07825062563413754,0.07533993677670026,False
302.65,-1.9150289017341038,1.3740553585216506,1.3926634135673204e+24,1.2891733714850903e+24,55.59326027044269,55.51604344753396,0.0802762796465557,0.07721682290873133,False
302.65,-1.8920038535645478,1.3746558600466192,1.427850324231001e+24,1.3192010178729047e+24,55.61821227531673,55.53906849570351,0.08235993217567672,0.07914377961321861,False
302.65,-1.86897880539499,1.3752563615715878,1.4640017824207565e+24,1.34992807332977e+24,55.64321586489599,55.562093543873075,0.08450354603679688,0.08112232102291728,False
302.65,-1.845953757225434,1.3758568630965564,1.5011483429446994e+24,1.3813708286111907e+24,55.66827260903531,55.585118592042626,0.0867091673377316,0.08315401699268676,False
302.65,-1.8229287090558763,1.376457364621525,1.5393217603768665e+24,1.4135459539197437e+24,55.693384135931616,55.608143640212184,0.08897892997984824,0.08524049571943237,False
302.65,-1.7999036608863204,1.3770578661464936,1.5785550496129387e+24,1.4464705077432003e+24,55.71855213490091,55.63116868838174,0.09131506046107929,0.08738344651916918,False
302.65,-1.7768786127167626,1.3776583676714622,1.6188825502969762e+24,1.4801619458985543e+24,55.74377835932381,55.6541937365513,0.09371988300524059,0.089584622772513,False
302.65,-1.7538535645472066,1.3782588691964306,1.660339995421189e+24,1.514638130786659e+24,55.769064629772295,55.67721878472086,0.0961958250442676,0.09184584505143789,False
302.65,-1.730828516377649,1.3788593707213992,1.7029645844288776e+24,1.5499173408624713e+24,55.79441283733132,55.700243832890415,0.09874542308252465,0.09416900444090714,False
302.65,-1.707803468208093,1.3794598722463678,1.7467950611813635e+24,1.5860182803258324e+24,55.81982494713027,55.72326888105997,0.10137132897516232,0.0965560660702991,False
302.65,-1.6847784200385352,1.3800603737713364,1.7918717971841917e+24,1.622960089038012e+24,55.84530300210071,55.74629392922953,0.10407631665563621,0.09900907287117633,False
302.65,-1.6617533718689792,1.380660875296305,1.8382368805056914e+24,1.6607623526691864e+24,55.870849126978015,55.76931897739908,0.106863289350982,0.10153014957893447,False
302.65,-1.6387283236994215,1.3812613768212736,1.8859342108634427e+24,1.69944511308232e+24,55.89646553256675,55.79234402556864,0.10973528732733451,0.10412150699811207,False
302.65,-1.6157032755298655,1.3818618783462422,1.935009601401015e+24,1.73902887895886e+24,55.92215452029088,55.8153690737382,0.11269549621251085,0.10678544655268496,False
302.65,-1.5926782273603077,1.3824623798712108,1.985510887729999e+24,1.7795346366719778e+24,55.94791848705248,55.838394121907754,0.11574725594733604,0.10952436514472907,False
302.65,-1.5696531791907518,1.3830628813961794,2.03748804487063e+24,1.8209838614130213e+24,55.973759930424606,55.86141917007731,0.11889407042279276,0.11234076034729412,False
302.65,-1.546628131021194,1.383663382921148,2.090993312790015e+24,1.8633985285771764e+24,55.999681454206666,55.88444421824687,0.12213961786619087,0.11523723595979618,False
302.65,-1.523603082851638,1.3842638844461166,2.14608133130998e+24,1.9068011254142742e+24,56.02568577437354,55.90746926641643,0.1254877620463537,0.11821650795711491,False
302.65,-1.5005780346820803,1.3848643859710852,2.202809285239034e+24,1.9512146629510237e+24,56.0517757254528,55.930494314585985,0.12894256437551466,0.1212814108668141,False
302.65,-1.4775529865125243,1.3854648874960538,2.2612370606750424e+24,1.9966626881908854e+24,56.077954267368,55.953519362755536,0.1325082969942608,0.12443490461246398,False
302.65,-1.4545279383429666,1.3860653890210224,2.3214274135294301e+24,2.043169296598161e+24,56.10422449279008,55.976544410925094,0.1361894569356361,0.12768008186498747,False
302.65,-1.4315028901734106,1.3866658905459908,2.3834461514406883e+24,2.090759144872807e+24,56.1305896350434,55.99956945909465,0.13999078147554256,0.13102017594874837,False
302.65,-1.4084778420038528,1.3872663920709594,2.447362330377616e+24,2.1394574640228635e+24,56.15705307661796,56.02259450726421,0.14391726478908007,0.1344585693537539,False
302.65,-1.3854527938342969,1.387866893595928,2.513248467382352e+24,2.189290072741304e+24,56.183618358345264,56.04561955543377,0.14797417604666974,0.1379988029114969,False
302.65,-1.3624277456647391,1.3884673951208966,2.5811807710734264e+24,2.2402833910945245e+24,56.21028918930151,56.068644603603325,0.152167079099913,0.14164458569818805,False
302.65,-1.3394026974951831,1.3890678966458652,2.6512393917218516e+24,2.2924644545296052e+24,56.23706945750939,56.091669651772875,0.15650185392552318,0.1453998057365169,False
302.65,-1.3163776493256254,1.3896683981708338,2.7235086929334604e+24,2.3458609282078945e+24,56.263963241517885,56.11469469994244,0.1609847200166583,0.1492685415754451,False
302.65,-1.2933526011560694,1.3902688996958024,2.79807754722117e+24,2.4005011216723867e+24,56.29097482294905,56.13771974811199,0.16562226193495744,0.15325507483706247,False
302.65,-1.2703275529865117,1.390869401220771,2.8750396580381357e+24,2.4564140038568054e+24,56.318108700111495,56.16074479628155,0.17042145726414515,0.15736390382994614,False
302.65,-1.2473025048169557,1.3914699027457396,2.9544939111711674e+24,2.513629218444211e+24,56.34536960279249,56.183769844451106,0.17538970723765934,0.16159975834138152,False
302.65,-1.224277456647398,1.3920704042707082,3.036544758771984e+24,2.5721770995834084e+24,56.372762508354896,56.206794892620664,0.18053487034924043,0.1659676157342318,False
302.65,-1.201252408477842,1.3926709057956768,3.121302639738657e+24,2.632088687971362e+24,56.40029265928104,56.22981994079022,0.18586529929747497,0.1704727184908208,False
302.65,-1.178227360308286,1.3932714073206451,3.208884440662424e+24,2.693395747310266e+24,56.42796558232438,56.25284498895978,0.1913898816640467,0.1751205933646034,False
302.65,-1.1552023121387283,1.3938719088456137,3.2994140021365026e+24,2.7561307811478907e+24,56.45578710945105,56.27587003712933,0.19711808478200799,0.1799170723217216,False
302.65,-1.1321772639691723,1.3944724103705823,3.393022675899113e+24,2.8203270501101816e+24,56.48376340077836,56.29889508529889,0.2030600053162479,0.1848683154794699,False
302.65,-1.1091522157996145,1.395072911895551,3.4898499390693233e+24,2.886018589535283e+24,56.511900969745675,56.321920133468446,0.2092264241552484,0.18998083627722906,False
302.65,-1.0861271676300586,1.3956734134205195,3.5900440726522785e+24,2.953240227518229e+24,56.54020671078674,56.344945181638,0.21562886730321673,0.19526152914873762,False
302.65,-1.0631021194605008,1.3962739149454881,3.693762912566391e+24,3.0220276033760145e+24,56.56868792981111,56.36797022980756,0.2222796735674939,0.20071770000355116,False
302.65,-1.0400770712909448,1.3968744164704567,3.801174682708406e+24,3.0924171865426717e+24,56.59735237784805,56.39099527797712,0.22919206996069197,0.2063570998709281,False
302.65,-1.017052023121387,1.3974749179954253,3.912458921062937e+24,3.164446295904543e+24,56.62620828825941,56.41402032614668,0.23638025588441125,0.21218796211273627,False
302.65,-0.9940269749518311,1.398075419520394,4.027807511625407e+24,3.238153119585821e+24,56.65526441799096,56.43704537431623,0.24385949733611967,0.2182190436747362,False
302.65,-0.9710019267822734,1.3986759210453625,4.1474258370013315e+24,3.3135767351950386e+24,56.684530093405684,56.46007042248579,0.2516462325889708,0.2244596709198916,False
302.65,-0.9479768786127174,1.3992764225703311,4.2715340690392914e+24,3.3907571305430323e+24,56.714015261330715,56.48309547065534,0.2597581910430731,0.23091979067537238,False
302.65,-0.9249518304431597,1.3998769240952997,4.400368617841307e+24,3.4697352248435884e+24,56.74373054605435,56.5061205188249,0.26821452724528005,0.2376100272294508,False
302.65,-0.9019267822736037,1.4004774256202683,4.5341837630812504e+24,3.5505528904077836e+24,56.77368731313462,56.52914556699446,0.2770359724342808,0.24454174614016466,False
302.65,-0.8789017341040459,1.401077927145237,4.67325349589226e+24,3.633252974843741e+24,56.803897741031584,56.552170615164016,0.28624500640317985,0.25172712586756774,False
302.65,-0.85587668593449,1.4016784286702053,4.8178736048321806e+24,3.7178793237733703e+24,56.83437490175634,56.575195663333574,0.2958660530009882,0.25917923842276736,False
302.65,-0.8328516377649322,1.402278930195174,4.968364045830531e+24,3.804476804078318e+24,56.8651328519498,56.59822071150313,0.30592570324112645,0.2669121404466708,False
302.65,-0.8098265895953762,1.4028794317201425,5.125071643847158e+24,3.893091327687277e+24,56.89618673607111,56.62124575967269,0.3164529707788153,0.27494097639841897,False
302.65,-0.7868015414258185,1.403479933245111,5.288373183606812e+24,3.983769875917454e+24,56.927552903702875,56.64427080784225,0.3274795854991275,0.2832820958606277,False
302.65,-0.7637764932562625,1.4040804347700797,5.458678958695138e+24,4.0765605243828924e+24,56.959249043382606,56.6672958560118,0.3390403321735227,0.2919531873708081,False
302.65,-0.7407514450867048,1.4046809362950483,5.636436863143687e+24,4.1715124684830803e+24,56.9912943358675,56.690320904181355,0.351173442661028,0.30097343168614543,False
302.65,-0.7177263969171488,1.405281437820017,5.822137128221106e+24,4.2686760494851246e+24,57.0237096303592,56.71334595235091,0.3639210520375178,0.31036367800828657,False
302.65,-0.694701348747591,1.4058819393449855,6.016317830588331e+24,4.3681027812135536e+24,57.056517647991505,56.73637100052047,0.3773297314485049,0.3201466474710344,False
302.65,-0.6716763005780351,1.406482440869954,6.219571327735608e+24,4.469845377361667e+24,57.089743217862726,56.75939604869003,0.39145111355210216,0.3303471691726969,False
302.65,-0.6486512524084773,1.4070829423949227,6.432551814686927e+24,4.5739577794391455e+24,57.12341355213824,56.782421096859586,0.40634263035888374,0.3409924552786521,False
302.65,-0.6256262042389213,1.4076834439198913,6.655984245032163e+24,4.6804951853704947e+24,57.157558568340775,56.805446145029144,0.42206838836974336,0.35211242331163106,False
302.65,-0.6026011560693636,1.40828394544486,6.890674923149952e+24,4.7895140787597386e+24,57.192211269001014,56.8284711931987,0.43870021255565783,0.36374007580231194,False
302.65,-0.5795761078998076,1.4088844469698285,7.137524158176688e+24,4.901072258836622e+24,57.227408191516744,56.85149624136825,0.456318899462816,0.37591195014849177,False
302.65,-0.5565510597302499,1.409484948494797,7.397541481126e+24,5.015228871100458e+24,57.26318994458558,56.87452128953781,0.475015731336466,0.38866865504776626,False
302.65,-0.5335260115606939,1.4100854500197655,7.671864074896526e+24,5.132044438677596e+24,57.299601852244855,56.89754633770737,0.4948943187392547,0.4020555145374871,False
302.65,-0.5105009633911362,1.410685951544734,7.961779267625295e+24,5.25158089440942e+24,57.336694732818735,56.920571385876926,0.5160728602887985,0.4161233469418093,False
302.65,-0.4874759152215802,1.4112864530697027,8.268752214722978e+24,5.373901613687597e+24,57.374525848580724,56.94359643404648,0.5386869371895555,0.4309294145342406,False
302.65,-0.46445086705202243,1.4118869545946713,8.594460276300706e+24,5.499071448054282e+24,57.41316007364176,56.96662148221604,0.5628930006613486,0.44653859142572117,False
302.65,-0.44142581888246646,1.4124874561196399,8.940836133352434e+24,5.627156759584789e+24,57.452671343889754,56.9896465303856,0.5888727674279597,0.4630248135041555,False
302.65,-0.4184007707129087,1.4130879576446085,9.310122452968135e+24,5.758225456071264e+24,57.493144475902554,57.01267157855516,0.6168388202222752,0.48047289734739707,False
302.65,-0.39537572254335274,1.413688459169577,9.704942027499457e+24,5.892347027025711e+24,57.53467747499289,57.03569662672471,0.6470418295098677,0.49898084826818234,False
302.65,-0.372350674373795,1.4142889606945457,1.0128388963104026e+25,6.029592580521755e+24,57.57738450125134,57.058721674894265,0.6797799897497538,0.5186628263570725,False
302.65,-0.349325626204239,1.4148894622195143,1.0584148987924207e+25,6.17003488089438e+24,57.62139973528309,57.08174672306382,0.7154115320641394,0.5396530122192686,False
302.65,-0.32630057803468127,1.4154899637444829,1.1076660808678776e+25,6.31374838731793e+24,57.66688249669698,57.10477177123338,0.7543715918309066,0.5621107254635973,False
302.65,-0.3032755298651253,1.4160904652694515,1.1611336567216898e+25,6.460809293282516e+24,57.714024143009496,57.12779681940294,0.7971953729217065,0.5862273236065576,False
302.65,-0.28025048169556754,1.41669096679442,1.2194869449720165e+25,6.611295566990081e+24,57.763057558237676,57.150821867572496,0.8445506370352933,0.6122356906651802,False
302.65,-0.25722543352601157,1.4172914683193885,1.2835673384250015e+25,6.765286992691197e+24,57.814270509490385,57.173846915742054,0.8972843869176417,0.6404235937483307,False
302.65,-0.23420038535645382,1.4178919698443573,1.3544529360780976e+25,6.922865212984882e+24,57.86802496044726,57.19687196391161,0.9564918489783913,0.6711529965356462,False
302.65,-0.21117533718689785,1.4184924713693257,1.4335567126655382e+25,7.084113772103462e+24,57.92478589278554,57.21989701208116,1.0236218089985263,0.7048888807043809,False
302.65,-0.18815028901734188,1.4190929728942943,1.5227815592984014e+25,7.249118160205835e+24,57.9851659605709,57.24292206025072,1.1006438654259196,0.7422439003201831,False
302.65,-0.16512524084778413,1.4196934744192629,1.6247769866734847e+25,7.417965858702282e+24,58.04999789224455,57.26594710842028,1.1903268599806247,0.7840507838242701,False
302.65,-0.14210019267822815,1.4202939759442315,1.7433897541469502e+25,7.590746386634997e+24,58.12045867749159,57.288972156589836,1.2967303415860805,0.8314865209017555,False
302.65,-0.1190751445086704,1.4208944774692,1.884516099612119e+25,7.767551348139052e+24,58.198298401714084,57.31199720475939,1.4261392234807833,0.8863011969546903,False
302.65,-0.09605009633911443,1.4214949789941687,2.057880324109448e+25,7.948474481008626e+24,58.28630380902182,57.33502225292895,1.5890255155581907,0.9512815560928658,False
302.65,-0.07302504816955668,1.4220954805191373,2.2812935566362664e+25,8.133611706394665e+24,58.38936995633754,57.35804730109851,1.8047731302967267,1.0313226552390304,False
302.65,-0.05,1.4226959820441059,2.5932167471230526e+25,8.323061179659897e+24,58.51752641724056,57.38107234926806,2.115700691303844,1.136454067972501,False
307.68,-12.0,1.1058342682283806,5.468750911907265e+19,5.468734421105938e+19,45.4481670047594,45.44816398929454,3.01546940439934e-06,3.0154648555935637e-06,True
307.68,-11.976974951830444,1.1064447500033758,5.596130385385294e+19,5.596113117422531e+19,45.471192123165864,45.4711890374641,3.0857065254075167e-06,3.0857017634389194e-06,True
307.68,-11.953949903660886,1.107055231778371,5.726476821842326e+19,5.726458740092827e+19,45.494217243208304,45.49421408563366,3.1575796350935548e-06,3.1575746461953713e-06,True
307.68,-11.93092485549133,1.1076657135533665,5.85985932915983e+19,5.85984039527225e+19,45.51724236492483,45.51723913380321,3.231126840086418e-06,3.231121624480693e-06,True
307.68,-11.907899807321773,1.1082761953283617,5.9963486249330385e+19,5.996328798748643e+19,45.54026748835444,45.540264181972766,3.3063871345273554e-06,3.3063816715639405e-06,True
307.68,-11.884874759152217,1.108886677103357,6.136017073966528e+19,6.135996313434023e+19,45.56329261353702,45.563289230142324,3.3834004202759616e-06,3.383394698630582e-06,True
307.68,-11.861849710982659,1.1094971588783524,6.2789387266434195e+19,6.27891698772975e+19,45.586317740513415,45.58631427831188,3.462207529114636e-06,3.4622015334662137e-06,True
307.68,-11.838824662813103,1.1101076406533477,6.425189358188197e+19,6.425166594785159e+19,45.6093428693254,45.60933932648144,3.5428502440648657e-06,3.542843963089126e-06,True
307.68,-11.815799614643545,1.1107181224283431,6.574846508844323e+19,6.574822672670766e+19,45.632368000015745,45.632364374651,3.6253713207035076e-06,3.6253647479611573e-06,True
307.68,-11.79277456647399,1.1113286042033383,6.727989524987604e+19,6.727964565487024e+19,45.655393132628184,45.655389422820555,3.709814511809739e-06,3.7098076290931203e-06,True
307.68,-11.769749518304431,1.1119390859783338,6.8846996011974664e+19,6.884673465430776e+19,45.67841826720749,45.67841447099011,3.796224588015207e-06,3.7962173777827957e-06,True
307.68,-11.746724470134875,1.112549567753329,7.045059823308091e+19,7.045032455841336e+19,45.70144340379948,45.70143951915966,3.8846473635612e-06,3.884639816931212e-06,True
307.68,-11.723699421965318,1.1131600495283243,7.209155212462611e+19,7.209126555249394e+19,45.72446854245104,45.72446456732922,3.975129718947201e-06,3.975121821042649e-06,True
307.68,-11.700674373795762,1.1137705313033197,7.377072770193376e+19,7.377042762451737e+19,45.74749368321013,45.74748961549878,4.067719627576238e-06,4.067711351751768e-06,True
307.68,-11.677649325626204,1.114381013078315,7.548901524552537e+19,7.548870102636033e+19,45.77051882612585,45.77051466366834,4.1624661806238805e-06,4.1624575146670395e-06,True
307.68,-11.654624277456648,1.1149914948533102,7.724732577317064e+19,7.72469967457978e+19,45.79354397124843,45.793539711837894,4.2594196112411e-06,4.259410538054453e-06,True
307.68,-11.63159922928709,1.1156019766283056,7.904659152293636e+19,7.904624698948814e+19,45.816569118629275,45.81656476000745,4.358631324530293e-06,4.358621822575515e-06,True
307.68,-11.608574181117534,1.116212458403301,8.088776644748553e+19,8.088740567720595e+19,45.83959426832098,45.83958980817701,4.460153920859966e-06,4.460143969708952e-06,True
307.68,-11.585549132947977,1.1168229401782963,8.277182671989411e+19,8.277144894758861e+19,45.86261942037738,45.86261485634657,4.5640412280612e-06,4.564030810172426e-06,True
307.68,-11.56252408477842,1.1174334219532915,8.469977125124838e+19,8.469937567566096e+19,45.88564457485354,45.88563990451612,4.670348326296647e-06,4.670337425238813e-06,True
307.68,-11.539499036608863,1.118043903728287,8.667262222030234e+19,8.667220800241605e+19,45.90866973180584,45.908664952685676,4.7791315789247335e-06,4.779120160947059e-06,True
307.68,-11.516473988439307,1.1186543855032822,8.869142561547158e+19,8.869099187672891e+19,45.93169489129194,45.931690000855234,4.890448663141811e-06,4.89043670626188e-06,True
307.68,-11.493448940269749,1.1192648672782775,9.075725178945564e+19,9.075679760989517e+19,45.95472005337087,45.95471504902479,5.004358598181824e-06,5.004346078862909e-06,True
307.68,-11.470423892100193,1.119875349053273,9.287119602677822e+19,9.287072044308324e+19,45.97774521810302,45.97774009719435,5.120921779289134e-06,5.1209086677772575e-06,True
307.68,-11.447398843930635,1.1204858308282681,9.50343791245513e+19,9.503388112800663e+19,46.00077038555018,46.00076514536391,5.240200008360674e-06,5.240186276012082e-06,True
307.68,-11.42437379576108,1.1210963126032634,9.7247947986766e+19,9.724742652111857e+19,46.02379555577561,46.023790193533465,5.362256525254239e-06,5.3622421418708655e-06,True
307.68,-11.401348747591522,1.1217067943782588,9.951307623243094e+19,9.951253019164931e+19,46.04682072884401,46.04681524170302,5.487156045314023e-06,5.487140988691408e-06,True
307.68,-11.378323699421966,1.1223172761532543,1.0183096481787498e+20,1.0183039304380342e+20,46.069845904821605,46.06984028987257,5.614964790678911e-06,5.614949031951255e-06,True
307.68,-11.355298651252408,1.1229277579282495,1.0420284267354987e+20,1.0420224395345207e+20,46.09287108377615,46.09286533804213,5.745750524033255e-06,5.745734021900262e-06,True
307.68,-11.332273603082852,1.1235382397032447,1.0662996735566583e+20,1.0662934041965244e+20,46.115896265776996,46.11589038621169,5.87958258879695e-06,5.879565307509438e-06,True
307.68,-11.309248554913294,1.1241487214782402,1.0911362571301002e+20,1.091129692313452e+20,46.13892145089509,46.138915434381246,6.016531943320302e-06,6.0165138435763765e-06,True
307.68,-11.286223506743738,1.1247592032532354,1.1165513456929702e+20,1.116544471495782e+20,46.161946639203045,46.161940482550804,6.156671197299346e-06,6.156652240463245e-06,True
307.68,-11.26319845857418,1.1253696850282306,1.1425584142141904e+20,1.1425512160562322e+20,46.18497183077517,46.18496553072036,6.300074654852494e-06,6.300054806729349e-06,True
307.68,-11.240173410404624,1.125980166803226,1.1691712515395899e+20,1.169163714153507e+20,46.20799702568748,46.20799057888992,6.446818346717009e-06,6.446797563341988e-06,True
307.68,-11.217148362235067,1.1265906485782213,1.1964039677035389e+20,1.1963960751024657e+20,46.23102222401779,46.23101562705948,6.596980078210635e-06,6.596958314730728e-06,True
307.68,-11.19412331406551,1.1272011303532168,1.2242710014108795e+20,1.2242627368545321e+20,46.25404742584571,46.25404067522903,6.750639465424868e-06,6.7506166843145365e-06,True
307.68,-11.171098265895953,1.127811612128212,1.2527871276932004e+20,1.2527784736523693e+20,46.27707263125271,46.277065723398586,6.907877979411836e-06,6.907854121607215e-06,True
307.68,-11.148073217726397,1.1284220939032075,1.2819674657434439e+20,1.2819584038628146e+20,46.300097840322145,46.300090771568144,7.06877898837277e-06,7.068754001693378e-06,True
307.68,-11.12504816955684,1.1290325756782027,1.3118274869330788e+20,1.3118179979922981e+20,46.32312305313935,46.3231158197377,7.233427804287373e-06,7.233401646544735e-06,True
307.68,-11.102023121387283,1.129643057453198,1.3423830230160087e+20,1.342373086888919e+20,46.346148269791584,46.34614086790726,7.401911723992072e-06,7.401884325020092e-06,True
307.68,-11.078998073217726,1.1302535392281934,1.3736502745236539e+20,1.3736398701356043e+20,46.36917349036821,46.36916591607682,7.5743200789180065e-06,7.574291394973898e-06,True
307.68,-11.05597302504817,1.1308640210031886,1.4056458193555784e+20,1.4056349246387236e+20,46.392198714960614,46.392190964246375,7.750744281942445e-06,7.750714239307399e-06,True
307.68,-11.032947976878614,1.1314745027781838,1.4383866215702946e+20,1.4383752134167891e+20,46.41522394366235,46.415216012415925,7.93127787446224e-06,7.93124642228804e-06,True
307.68,-11.009922928709056,1.1320849845531793,1.4718900403808538e+20,1.4718780945938378e+20,46.43824917656913,46.43824106058548,8.116016577686125e-06,8.115983646916902e-06,True
307.68,-10.986897880539498,1.1326954663281747,1.5061738393600144e+20,1.5061613306022914e+20,46.461274413778895,46.46126610875504,8.305058341928628e-06,8.30502385440468e-06,True
307.68,-10.963872832369942,1.13330594810317,1.5412561958598866e+20,1.5412430976001832e+20,46.48429965539189,46.4842911569246,8.498503398790547e-06,8.498467288120537e-06,True
307.68,-10.940847784200386,1.1339164298781652,1.5771557106510365e+20,1.5771419951077268e+20,46.50732490151066,46.507316205094156,8.696454315559876e-06,8.696416500697524e-06,True
307.68,-10.917822736030828,1.1345269116531607,1.613891417786162e+20,1.613877055868341e+20,46.53035015224017,46.530341253263714,8.899016048724562e-06,8.898976453508567e-06,True
307.68,-10.89479768786127,1.135137393428156,1.6514827946935668e+20,1.651467755939349e+20,46.55337540768781,46.55336630143327,9.10629599859547e-06,9.10625453798275e-06,True
307.68,-10.871772639691715,1.1357478752031511,1.6899497725058213e+20,1.6899340250177264e+20,46.576400667963476,46.57639134960283,9.31840406903639e-06,9.318360646659585e-06,True
307.68,-10.848747591522159,1.1363583569781466,1.7293127466290636e+20,1.7292962570063626e+20,46.59942593317964,46.59941639777238,9.535452722087001e-06,9.535407258454143e-06,True
307.68,-10.825722543352601,1.1369688387531418,1.7695925875585493e+20,1.769575320826417e+20,46.62245120345138,46.62244144594194,9.757557041467635e-06,9.757509438657053e-06,True
307.68,-10.802697495183045,1.137579320528137,1.8108106519461813e+20,1.8107925714815153e+20,46.64547647889644,46.645466494111496,9.984834790532915e-06,9.984784945515912e-06,True
307.68,-10.779672447013487,1.1381898023031325,1.8529887939259505e+20,1.852969861379689e+20,46.66850175963533,46.66849154228105,1.0217406475998558e-05,1.0217354279973279e-05,True
307.68,-10.756647398843931,1.1388002840781277,1.896149376703195e+20,1.8961295519189772e+20,46.69152704579137,46.69151659045061,1.0455395412112267e-05,1.0455340756720943e-05,True
307.68,-10.733622350674374,1.1394107658531232,1.940315284413944e+20,1.940294525342935e+20,46.71455233749072,46.71454163862017,1.0698927785490753e-05,1.0698870553937923e-05,True
307.68,-10.710597302504818,1.1400212476281184,1.9855099342605264e+20,1.9854881968722294e+20,46.73757763486252,46.73756668678973,1.0948132721955162e-05,1.0948072791450159e-05,True
307.68,-10.68757225433526,1.1406317294031139,2.0317572889299986e+20,2.0317345271188613e+20,46.76060293803888,46.760591734959284,1.1203142356253082e-05,1.1203079594679366e-05,True
307.68,-10.664547206165704,1.141242211178109,2.0790818693018616e+20,2.0790580347894854e+20,46.78362824715502,46.783616783128835,1.1464091900004192e-05,1.1464026187013587e-05,True
307.68,-10.641522157996146,1.1418526929531043,2.1275087674519388e+20,2.127483809684674e+20,46.806653562349304,46.80664183129839,1.1731119715863159e-05,1.1731050911123475e-05,True
307.68,-10.61849710982659,1.1424631747280998,2.1770636599591862e+20,2.1770375260009057e+20,46.829678883763286,46.82966687946795,1.2004367388351866e-05,1.2004295335543702e-05,True
307.68,-10.595472061657032,1.143073656503095,2.2277728215226266e+20,2.2277454559424443e+20,46.85270421154186,46.85269192763751,1.2283979800908895e-05,1.2283904354148945e-05,True
307.68,-10.572447013487476,1.1436841382780902,2.279663138895512e+20,2.2796344836502074e+20,46.87572954583327,46.875716975807066,1.257010521205082e-05,1.2570026207470164e-05,True
307.68,-10.549421965317919,1.1442946200530857,2.3327621251442272e+20,2.332732119455132e+20,46.89875488678923,46.898742023976624,1.2862895334198043e-05,1.2862812603486873e-05,True
307.68,-10.526396917148363,1.144905101828081,2.3870979342393842e+20,2.3870665144634655e+20,46.92178023456496,46.92176707214618,1.3162505413388814e-05,1.316241878157598e-05,True
307.68,-10.503371868978805,1.1455155836030764,2.4426993759869796e+20,2.4426664754818482e+20,46.944805589319344,46.94479212031574,1.3469094312101859e-05,1.3469003604882346e-05,True
307.68,-10.480346820809249,1.1461260653780716,2.499595931307411e+20,2.4995614802899632e+20,46.96783095121491,46.96781716848529,1.3782824595187648e-05,1.3782729617162204e-05,True
